tag,stemtag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure.verified,new.band,codes,notes,survey.ID,year,month,day,field.recorders,data.enter
60578,1,caca,78.5,615,13.2,9.9,3,South,30.97,33.84,,,,Reband,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60581,1,litu,685.1,615,19.8,9.3,3,South,45.4,51.45,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60582,1,quru,285.1,615,20,10.2,3,South,10.33,13.32,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60586,1,caca,62.5,615,16.2,9.3,3,South,13.2,14.29,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60587,1,caca,81,615,14,9.8,3,South,24.79,24.76,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
60588,1,caco,292.3,615,13.4,7.3,3,South,53.56,62.71,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
70216,1,quve,930.2,701,18.7,11.6,3,South,28.76,26.59,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
70220,1,qual,557,702,18.3,0.8,3,South,59.9,76.38,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
70492,1,nysy,198.6,714,0.1,11.2,3,South,35.26,46.02,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
70493,1,litu,539.2,714,0.3,15.2,3,South,32.35,38.08,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
70494,2,caca,60,714,0.4,15.7,3,South,6.3,7.18,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
70495,1,caca,79,714,1.7,18.6,3,South,9.15,15.54,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
70581,1,quru,614.5,714,13.7,1.2,3,South,41.96,45.37,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
80121,1,quve,114,801,8.8,19.2,3,South,15.01,17.3,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
90684,1,ploc,446,915,9.1,6.2,3,South,26.2,,,,,,2023.11,2023,11,17,,Jessica Shue
101223,1,qupr,679,1013,9.4,17.8,3,South,54.57,64.7,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
101244,1,quve,815.3,1014,9,9.2,3,South,85.32,82.86,,,,DS or AU,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
111305,1,caovl,229,1113,4.7,19.3,3,South,3.29,4.64,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
121438,1,caco,393,1215,19.1,6.5,3,South,39.14,48.61,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
131188,1,litu,586.3,1313,10,15.3,3,South,77.83,92,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
131233,1,litu,301.6,1313,18.3,19.6,3,South,89.8,95.12,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
131239,1,quru,587.1,1314,19.5,5.7,3,South,56.21,79.17,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
140872,1,litu,599.8,1413,6.1,14.9,3,South,82.09,97.1,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
141216,1,caco,147,1415,2.1,6.2,3,South,35.29,45.58,,,,,2023.11,2023,11,16,Kristina Anderson-Teixeira,Jessica Shue
12025,1,quru,832.5,117,15,16.3,4,North,119.74,140.19,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
12259,1,litu,1018.8,125,16.3,1.5,4,North,25.91,30.14,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
12416,1,cato,126,129,17.1,16.1,4,North,13.46,17.25,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
12508,1,litu,920,131,10.7,10.4,4,North,77,77.4,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22004,1,litu,896.2,217,11.4,1.7,4,North,77.44,92.76,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22041,1,litu,817,217,1.8,19,4,North,75.26,83.17,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22141,1,tiam,142,221,1.9,1.2,4,North,11.39,12.6,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22170,1,litu,1128,221,7.9,13.8,4,North,46.89,51.24,,,,double stem,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22186,1,tiam,370,222,17,7.5,4,North,1.7,15.01,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22198,2,tiam,160,222,16.1,10.9,4,North,12.69,16.65,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22315,1,caco,550,225,11,4,4,North,18.49,25.48,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22489,1,cato,137,229,6.1,1.8,4,North,8.56,11.96,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
22601,1,juni,197,231,17.8,10,4,North,NA,11.64,,1,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
30584,1,quve,873.5,316,2.2,14.4,4,North,114.54,134.07,,,,band removed; new installed,2023.11,2023,11,16,Jessica Shue,Jessica Shue
32097,1,litu,651,320,17.9,3,4,North,49.61,57.59,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
32126,1,litu,995.5,321,9.6,5,4,North,136.99,148.76,,,,band removed; new installed,2023.11,2023,11,16,Jessica Shue,Jessica Shue
32157,1,tiam,382,322,7.5,4,4,North,1.67,14.63,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
32180,2,tiam,183,322,6.4,12.3,4,North,15.9,17.3,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
32381,1,qupr,834,327,4.6,12.8,4,North,112.01,120.32,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
32423,1,litu,914,329,17.6,13.1,4,North,118.03,130.33,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
32540,1,qupr,841.8,332,19.9,15.6,4,North,114.67,108.32,,,DS,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
42009,1,ploc,576.8,417,4.1,19.2,4,North,133.02,137.58,,,,band removed; new installed,2023.11,2023,11,16,Jessica Shue,Jessica Shue
42397,1,quru,1531,428,10.4,5.5,4,North,140.86,NA,,,,"band broken; multistemmed irregular tree, not reinstalled",2023.11,2023,11,16,Jessica Shue,Jessica Shue
52087,1,quru,1451,519,1.1,11.1,4,North,44.1,51.08,,,,"old band removed; tree has two stems above 1.3, second stem is dead",2023.11,2023,11,16,Jessica Shue,Jessica Shue
52190,1,quru,968.5,522,16.4,3.4,4,North,70.03,82.92,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
52344,1,cagl,269,528,14.3,5.9,4,North,8.34,11.23,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
52384,1,caovl,121,529,1.2,13.1,4,North,7.28,9.23,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
62114,1,quve,306,619,18.7,12.6,4,North,47.97,63.76,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
62121,1,cato,114,619,5.1,2.8,4,North,13,14.29,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
62128,1,quru,114,620,8,0.8,4,North,12.88,17.22,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
62181,1,quve,1118.5,621,8.8,13.5,4,North,141.45,149.35,,,,band removed; new installed,2023.11,2023,11,16,Jessica Shue,Jessica Shue
62224,1,litu,1040.5,622,3.2,17.3,4,North,44.16,60.58,,,NN,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
62241,1,litu,928.5,623,13.9,0.7,4,North,39.68,45.78,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72024,1,quve,482.3,717,20,9.6,4,North,67.09,71.36,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72104,1,qual,260,718,6.2,17.8,4,North,21.9,29.17,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72115,1,litu,479.9,719,11.2,10.7,4,North,114.94,120.83,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72116,1,litu,502,719,14.4,10.8,4,North,55.93,67.39,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72122,1,caca,83.3,719,19.9,19,4,North,NA,11.18,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72124,1,quru,747.2,719,12.5,19.4,4,North,66.84,87,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72149,1,litu,554.1,720,13.8,0.7,4,North,52.36,60.74,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72173,1,qual,450,720,6,10.2,4,North,27.16,34.56,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72210,1,qual,872,721,5.2,11.5,4,North,39.4,47.2,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72232,1,qual,728.5,722,14.5,12.6,4,North,133.53,140.9,,,,band removed; new installed,2023.11,2023,11,16,Jessica Shue,Jessica Shue
72248,1,caco,313.2,723,15,0.3,4,North,75.51,83.22,,,RE,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82091,1,caovl,193,819,3.5,1.3,4,North,2.71,4.05,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82117,1,cato,155,819,11.6,14.3,4,North,13.16,13.44,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82125,1,cagl,145.9,819,1.6,14.3,4,North,34.26,34.77,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82138,1,quru,632.1,820,1.1,2.7,4,North,86.47,111.52,111.47,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82203,1,litu,654,822,8,9.4,4,North,67.3,79.59,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82219,1,ceca,87,822,14.7,18.8,4,North,16.42,17.42,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82223,1,litu,427,822,0.5,17.7,4,North,62.86,72.75,,,,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
82226,1,litu,253.3,823,2,4,4,North,67.46,70.72,,,RE,,2023.11,2023,11,16,Jessica Shue,Jessica Shue
90752,1,qual,510.1,916,12.4,7.4,5,North,104.38,117.38,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
92018,1,acru,519.5,917,16.2,5.6,5,North,120.73,130.47,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
92112,1,litu,489.1,919,14.4,18.8,5,North,42.61,56.77,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
92115,1,acru,153,919,10.1,19.3,5,North,12.65,12.79,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
92140,1,cato,60,920,18.7,0.7,5,North,12.15,14.49,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
92141,1,cagl,84.3,920,19.4,4.7,5,North,7.98,10.83,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
92237,1,nysy,218.1,922,14.7,19.5,5,North,18.36,18.52,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
92280,1,quve,650.3,923,15,7.9,5,North,37.81,49.17,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102148,1,cato,251.2,1019,2,15.4,5,North,26.15,27.34,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102149,1,cagl,70.1,1020,1.4,0.2,5,North,45.99,7.61,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102150,1,qual,479,1020,4.3,2.1,5,North,89.87,97.92,,,RE,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102154,1,qual,512.5,1020,5.4,8.5,5,North,14.48,17.37,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102163,1,cato,101,1020,14.3,14.8,5,North,7.98,9.6,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102177,1,qual,720,1020,3.4,11.7,5,North,12,19.99,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102199,1,cagl,449,1021,1.3,8,5,North,101.88,128.62,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102258,1,qual,430,1022,10.3,17.4,5,North,15.5,18.84,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102261,1,qual,675,1022,5.3,20.1,5,North,48.88,57.83,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102262,1,qual,532.8,1022,1.8,20,5,North,104.42,109,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102264,1,qual,464.4,1022,1.5,14.2,5,North,56.34,62.13,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
102303,1,quve,909,1024,8.2,0.9,5,North,4.87,17.66,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112014,1,cagl,480.4,1117,14.3,11.2,5,North,103.75,114.76,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112057,1,acru,700.2,1117,8.8,4.2,5,North,109.65,118.02,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112130,1,qual,147.8,1119,17.2,18.3,5,North,12.55,12.35,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112136,1,pist,274.1,1120,13.9,2.5,5,North,60.68,72.91,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112137,1,qual,572,1120,13.4,3.9,5,North,64.86,79.59,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112142,1,qual,385.6,1120,16,3.5,5,North,42.4,50.46,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112250,1,pist,436,1122,10.8,18.4,5,North,91.87,92.13,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112252,1,litu,451,1122,13.6,19.4,5,North,122.02,133.28,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
112262,1,quru,123,1123,17.5,1.5,5,North,62.7,7.18,7.18,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
121367,1,nysy,255.6,1216,4.6,10.8,5,North,84.26,90.03,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
121374,1,juni,310.4,1216,0.7,18.5,5,North,11.24,11.49,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122006,1,acru,395.9,1217,9.9,8.3,5,North,6.47,17.38,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122009,1,acru,277,1217,1.2,4.1,5,North,31.82,37.13,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122120,1,qual,305.8,1220,2.6,0.6,5,North,31.81,33.69,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122121,1,pist,271.5,1220,1.6,2.3,5,North,42.47,50.81,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122136,1,quru,587.7,1220,5.5,7.6,5,North,113.93,131.2,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122150,1,pist,340,1221,0.8,0.7,5,North,10.45,10.56,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122154,1,pist,148,1221,5.8,5.2,5,North,4.53,4.22,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122184,1,pist,217.8,1222,2.9,13.9,5,North,17.69,20.25,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122185,1,pist,149.3,1222,5.6,14.9,5,North,32.01,33.6,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122189,1,qual,665.1,1222,5.5,19.5,5,North,126.47,134.39,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122248,1,qual,559,1222,10.5,13.1,5,North,74.29,80.5,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
122303,1,qual,624.3,1223,1.9,8.5,5,North,105.68,113.65,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
131364,1,acru,460,1316,12,12.9,5,North,80.36,,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
131422,1,caco,139,1316,13.4,9.6,5,North,13.7,28.61,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
132077,1,qual,592.4,1319,9.9,15.9,5,North,117.43,136.96,,,RE,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
132171,1,litu,522.3,1320,13.7,6.7,5,North,88.37,94.37,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
132280,1,fram,106,1324,6.1,18.2,5,North,12.54,,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
132302,1,quru,948,1321,13,14.4,5,North,48.2,84.73,84.73,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
132311,1,qual,536.5,1322,12.9,14.2,5,North,31.17,39.37,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
132321,1,quru,628.9,1323,17.6,1,5,North,121.08,129.36,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
142113,1,cagl,477.2,1417,3,5,5,North,47.47,51.94,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
142521,1,pist,452,1422,6.4,11.1,5,North,125.45,,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
142527,1,cagl,159.8,1422,1.9,18.4,5,North,38.6,41.65,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
142548,1,qual,613,1424,4,4.7,5,North,35.18,39.2,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
152153,1,ploc,961.6,1520,6.8,0.3,6,North,117.24,129.84,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
161578,1,qual,228,1616,5.6,14.7,6,North,28.46,35.57,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
162024,1,quve,294,1618,9.7,9.7,6,North,14.65,14.05,14.05,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
162293,1,qual,865.7,1623,3,9.4,6,North,137.01,144.34,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
171505,1,litu,452,1716,14.1,12.4,6,North,107.11,115.24,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
171506,1,litu,482.1,1716,12,12.9,6,North,55.19,67.05,,,RT,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
172201,1,cagl,68,1717,19.5,1.2,6,North,44.63,45.14,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
172202,1,quru,555.1,1717,17.1,1.8,6,North,93.86,102.04,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
172203,1,qual,368.5,1717,15.5,0.3,6,North,26.32,29.33,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
172205,1,qual,493,1717,16.1,3.5,6,North,19.31,26.24,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
172248,1,cato,274.2,1719,19.2,19.3,6,North,32.24,35.61,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
172382,1,juni,459.2,1723,18.2,14.9,6,North,122.68,127.38,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
181030,1,qual,779,1816,5.4,10.6,6,North,34.4,42.14,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
181033,1,litu,515.5,1816,3.4,18.6,6,North,49.93,61.82,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
182207,1,qual,539,1817,5.6,11.2,6,North,120.77,123.37,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
182208,1,quru,513,1817,4,10.1,6,North,130.51,141.7,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
182376,1,ploc,608.5,1823,2.9,12.6,6,North,NA,32.64,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
182570,1,juni,530,1823,2.7,13.5,6,North,130.29,138.4,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
190840,1,litu,164.9,1916,15,17.2,6,North,49.86,74.87,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
192008,1,qual,655.8,1917,12,2,6,North,42.32,57.32,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
192133,1,caovl,565,1923,11.7,2.3,6,North,34.63,43.5,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
192244,1,qual,443.5,1919,18.1,16.8,6,North,65.03,72.72,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
201432,1,quve,429,2016,0.3,12.5,6,North,97.14,104.8,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
201441,1,litu,763,2016,11.8,19.2,6,North,61.69,91.52,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202050,1,qual,480.5,2019,9.2,14.5,6,North,44.87,49.13,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202072,1,qual,710.1,2020,2.1,10.8,6,North,45.04,53.01,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202201,1,cato,131,2017,3.2,1.1,6,North,37.57,43.52,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202203,1,quru,479.9,2017,9.2,1.4,6,North,105.5,128.03,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202212,1,quve,598.7,2017,4.3,9.5,6,North,83.37,13.88,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202215,1,qual,549.9,2017,5.5,11.7,6,North,112.67,117.9,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202276,1,caovl,264,2019,7.1,13.8,6,North,14.98,17.08,,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202283,1,litu,258.1,2020,4.5,2.9,6,North,7.64,28.75,28.75,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202336,1,cagl,430,2022,3,10.7,6,North,142.91,21.28,21.28,,,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
202337,1,cagl,417.2,2023,1,0.2,6,North,89.75,105.09,,,RT,,2023.11,2023,11,16,Romain Thierry,Jessica Shue
62285,1,quru,714,625,4.8,2,7,North,77.5,95.39,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
62300,1,quve,450,625,13.8,17.5,7,North,46.36,60.38,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
62312,1,cato,129,626,14.3,0.4,7,North,5.12,5.99,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
62449,1,qual,891,632,18.7,3.9,7,North,14.32,22.32,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72308,1,qual,654.2,725,15.2,13.3,7,North,72.72,76.78,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72322,1,litu,247.8,726,18.1,0.3,7,North,32.29,35.31,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72324,1,litu,667.2,726,14.4,6.6,7,North,77.48,90.09,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72337,1,quru,905.8,727,7.9,2.6,7,North,77.61,85.79,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72348,1,quru,971,727,12,15.1,7,North,53.69,67.89,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72357,1,quru,938,728,1.7,2,7,North,136.99,NA,,,RE,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72375,1,litu,669.1,728,13.7,17.1,7,North,109.32,117.21,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72377,1,litu,768,728,10.6,16.1,7,North,67.16,80.29,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72427,1,litu,1422.3,730,3.6,19.4,7,North,91.9,99.93,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72447,1,litu,591.3,732,14.9,4.1,7,North,106.99,119.09,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
72448,1,litu,490,732,18.9,4.7,7,North,62.71,75.97,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82284,1,quve,801.8,825,1.3,12,7,North,76.83,80.89,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82292,1,litu,504,826,1.8,0.4,7,North,49.35,57.95,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82298,1,litu,561.7,826,0.3,5.1,7,North,78.78,91.29,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82326,1,quve,842.7,827,14.6,8.3,7,North,24.89,31.53,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82357,1,litu,518.4,828,4,13.8,7,North,75.47,85.39,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82360,1,litu,604.5,829,2.3,0.7,7,North,59.52,68.59,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82365,1,qual,438.1,829,4.9,4.7,7,North,65.66,68.98,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82368,1,litu,993.9,829,16.8,3.4,7,North,124.7,134.08,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82419,1,litu,804.5,831,3.3,10,7,North,70.25,79.01,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82421,1,litu,561,831,5.6,14.7,7,North,22.49,31.54,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82422,1,litu,546.5,831,6.9,19.5,7,North,101.69,103.83,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
82434,1,quve,826.8,832,6,15.6,7,North,34.01,46.51,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92393,1,cagl,617,925,19.8,7.7,7,North,121.2,131.48,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92414,1,litu,440,926,11.2,0.9,7,North,28.52,33.45,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92466,1,litu,834.5,927,0.6,16.3,7,North,48.96,63.3,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92487,1,quve,659,928,9.8,15,7,North,22.64,20.08,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92488,1,litu,674,928,12.7,13.5,7,North,147.1,164.14,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92545,1,litu,577.3,931,15.3,15.6,7,North,84.02,88,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92546,1,litu,647.2,931,16.5,16.7,7,North,77.46,84.9,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
92547,1,litu,638.8,931,11.7,13.9,7,North,102.22,108.18,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102348,1,qual,888,1025,16.5,11.5,7,North,48.91,59.46,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102364,1,qual,649,1025,2.1,18,7,North,8.88,13.41,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102371,1,qual,783,1026,1.6,6.6,7,North,NA,NA,,,RE,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102438,1,litu,468.2,1028,8.5,16.6,7,North,97.74,104.09,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102438,2,litu,462.6,1028,8.5,16.6,7,North,112.53,123.13,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102439,1,litu,224,1028,4.3,19.6,7,North,21.01,21.25,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102441,1,litu,484,1029,1.3,3,7,North,93.37,102.01,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102443,1,litu,512.5,1029,4.1,7,7,North,78.99,84.23,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102444,1,litu,630,1029,4.3,5.3,7,North,89.35,105.29,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
102446,1,litu,494,1029,0.5,3.7,7,North,66.59,72,,,,,2023.11,2023,11,16,Chris Pate,Jessica Shue
