tag,stemtag,survey.ID,exactdate,biannual,intraannual,sp,quadrat,gx,gy,measure,codes,status,notes,location,field recorders,data enter,stemID,treeID,date,dendDiam,dbh,dendroID,type,dir,dendHt,crown,illum,lianas,measureID
60566,1,2018.11,8/23/2018,1,1,fagr,614,110,271,89.63,,alive,,South,Ryan Helcoski,Ian McGregor,7545,7545,,,194.2,,2,,1.44,4,4,,
60566,1,2018.12,9/28/2018,1,1,fagr,614,110,271,90.67,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7545,7545,,,194.2,,2,,1.44,4,4,,
60566,1,2018.13,10/18/2018,1,1,fagr,614,110,271,91.16,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7545,7545,,,194.2,,2,,1.44,4,4,,
60567,1,2018.01,3/12/2018,1,1,litu,614,111.5999985,271.2000122,45.19,,alive,,South,Michael Scott,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.02,4/6/2018,1,1,litu,614,111.5999985,271.2000122,44.2,,alive,,South,Ryan Helcoski,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.03,4/26/2018,1,1,litu,614,111.5999985,271.2000122,44.72,,alive,,South,Ryan Helcoski,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.04,5/15/2018,1,1,litu,614,111.5999985,271.2000122,44.97,,alive,,South,Ryan Helcoski,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.05,5/29/2018,1,1,litu,614,111.5999985,271.2000122,45.67,,alive,,South,Ryan Helcoski,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.06,6/14/2018,1,1,litu,614,111.5999985,271.2000122,49.01,,alive,,South,Ryan Helcoski,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.07,6/29/2018,1,1,litu,614,111.5999985,271.2000122,51.72,,alive,,South,Alyssa Terrell,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.08,7/12/2018,1,1,litu,614,111.5999985,271.2000122,53.43,,alive,,South,Alyssa Terrell,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.09,7/26/2018,1,1,litu,614,111.5999985,271.2000122,55.63,,alive,,South,Ryan Helcoski,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.1,8/9/2018,1,1,litu,614,111.5999985,271.2000122,56.08,,alive,,South,Ryan Helcoski,Ryan Helcoski,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.11,8/23/2018,1,1,litu,614,111.5999985,271.2000122,57.28,,alive,,South,Ryan Helcoski,Ian McGregor,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.12,9/28/2018,1,1,litu,614,111.5999985,271.2000122,57.23,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7546,7546,,,536.8,,2,,1.54,4,5,,
60567,1,2018.13,10/18/2018,1,1,litu,614,111.5999985,271.2000122,57.71,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7546,7546,,,536.8,,2,,1.54,4,5,,
60568,1,2018.01,3/12/2018,1,1,caca,614,115.5,275.6000061,14.79,,alive,,South,Michael Scott,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.02,4/6/2018,1,1,caca,614,115.5,275.6000061,15.08,,alive,,South,Ryan Helcoski,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.03,4/26/2018,1,1,caca,614,115.5,275.6000061,15.29,,alive,,South,Ryan Helcoski,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.04,5/15/2018,1,1,caca,614,115.5,275.6000061,15.26,,alive,,South,Ryan Helcoski,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.05,5/29/2018,1,1,caca,614,115.5,275.6000061,15.68,,alive,,South,Ryan Helcoski,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.06,6/14/2018,1,1,caca,614,115.5,275.6000061,18.83,,alive,,South,Ryan Helcoski,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.07,6/29/2018,1,1,caca,614,115.5,275.6000061,19.15,,alive,,South,Alyssa Terrell,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.08,7/12/2018,1,1,caca,614,115.5,275.6000061,19.31,,alive,,South,Alyssa Terrell,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.09,7/26/2018,1,1,caca,614,115.5,275.6000061,20.01,,alive,,South,Ryan Helcoski,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.1,8/9/2018,1,1,caca,614,115.5,275.6000061,19.86,,alive,,South,Ryan Helcoski,Ryan Helcoski,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.11,8/23/2018,1,1,caca,614,115.5,275.6000061,20.11,,alive,,South,Ryan Helcoski,Ian McGregor,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.12,9/28/2018,1,1,caca,614,115.5,275.6000061,20.33,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7547,7547,,,90.3,,2,,1.37,4,2,,
60568,1,2018.13,10/18/2018,1,1,caca,614,115.5,275.6000061,20.11,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7547,7547,,,90.3,,2,,1.37,4,2,,
60569,1,2018.01,3/12/2018,1,1,caca,614,119.4000015,276.2000122,26.15,,alive,,South,Michael Scott,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.02,4/6/2018,1,1,caca,614,119.4000015,276.2000122,26.25,,alive,,South,Ryan Helcoski,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.03,4/26/2018,1,1,caca,614,119.4000015,276.2000122,26.46,,alive,,South,Ryan Helcoski,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.04,5/15/2018,1,1,caca,614,119.4000015,276.2000122,26.49,,alive,,South,Ryan Helcoski,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.05,5/29/2018,1,1,caca,614,119.4000015,276.2000122,26.66,,alive,,South,Ryan Helcoski,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.06,6/14/2018,1,1,caca,614,119.4000015,276.2000122,28.3,,alive,,South,Ryan Helcoski,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.07,6/29/2018,1,1,caca,614,119.4000015,276.2000122,29.42,,alive,,South,Alyssa Terrell,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.08,7/12/2018,1,1,caca,614,119.4000015,276.2000122,30.11,,alive,,South,Alyssa Terrell,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.09,7/26/2018,1,1,caca,614,119.4000015,276.2000122,30.99,,alive,,South,Ryan Helcoski,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.1,8/9/2018,1,1,caca,614,119.4000015,276.2000122,31.39,,alive,,South,Ryan Helcoski,Ryan Helcoski,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.11,8/23/2018,1,1,caca,614,119.4000015,276.2000122,31.25,,alive,,South,Ryan Helcoski,Ian McGregor,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.12,9/28/2018,1,1,caca,614,119.4000015,276.2000122,31.38,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7548,7548,,,89.5,,2,,1.32,4,2,,
60569,1,2018.13,10/18/2018,1,1,caca,614,119.4000015,276.2000122,31.71,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7548,7548,,,89.5,,2,,1.32,4,2,,
60570,1,2018.01,3/12/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Michael Scott,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.02,4/6/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.03,4/26/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.04,5/15/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.05,5/29/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.06,6/14/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.07,6/29/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Alyssa Terrell,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.08,7/12/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Alyssa Terrell,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.09,7/26/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.1,8/9/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.11,8/23/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,Ryan Helcoski,Ian McGregor,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.12,9/28/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7549,7549,,,396.1,,2,,1.41,4,4,,
60570,1,2018.13,10/18/2018,1,1,caco,614,115.1999969,276.7000122,NA,,dead,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7549,7549,,,396.1,,2,,1.41,4,4,,
60571,1,2018.01,3/12/2018,1,1,caca,614,112,277.3999939,16.8,,alive,,South,Michael Scott,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.02,4/6/2018,1,1,caca,614,112,277.3999939,17.22,,alive,,South,Ryan Helcoski,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.03,4/26/2018,1,1,caca,614,112,277.3999939,17.19,,alive,,South,Ryan Helcoski,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.04,5/15/2018,1,1,caca,614,112,277.3999939,17.42,,alive,,South,Ryan Helcoski,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.05,5/29/2018,1,1,caca,614,112,277.3999939,17.47,,alive,,South,Ryan Helcoski,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.06,6/14/2018,1,1,caca,614,112,277.3999939,18.69,,alive,,South,Ryan Helcoski,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.07,6/29/2018,1,1,caca,614,112,277.3999939,19.2,,alive,,South,Alyssa Terrell,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.08,7/12/2018,1,1,caca,614,112,277.3999939,20.81,,alive,,South,Alyssa Terrell,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.09,7/26/2018,1,1,caca,614,112,277.3999939,21.07,,alive,,South,Ryan Helcoski,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.1,8/9/2018,1,1,caca,614,112,277.3999939,22.53,,alive,,South,Ryan Helcoski,Ryan Helcoski,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.11,8/23/2018,1,1,caca,614,112,277.3999939,22.73,,alive,,South,Ryan Helcoski,Ian McGregor,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.12,9/28/2018,1,1,caca,614,112,277.3999939,21.16,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7550,7550,,,116,,2,,1.48,4,2,,
60571,1,2018.13,10/18/2018,1,1,caca,614,112,277.3999939,23.32,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7550,7550,,,116,,2,,1.48,4,2,,
60573,1,2018.01,3/12/2018,1,1,tiam,614,108.5,276.2999878,26.48,,alive,,South,Michael Scott,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.02,4/6/2018,1,1,tiam,614,108.5,276.2999878,26.56,,alive,,South,Ryan Helcoski,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.03,4/26/2018,1,1,tiam,614,108.5,276.2999878,26.73,,alive,,South,Ryan Helcoski,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.04,5/15/2018,1,1,tiam,614,108.5,276.2999878,26.75,,alive,,South,Ryan Helcoski,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.05,5/29/2018,1,1,tiam,614,108.5,276.2999878,26.73,,alive,,South,Ryan Helcoski,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.06,6/14/2018,1,1,tiam,614,108.5,276.2999878,26.96,,alive,,South,Ryan Helcoski,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.07,6/29/2018,1,1,tiam,614,108.5,276.2999878,27.2,,alive,,South,Alyssa Terrell,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.08,7/12/2018,1,1,tiam,614,108.5,276.2999878,27.28,,alive,,South,Alyssa Terrell,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.09,7/26/2018,1,1,tiam,614,108.5,276.2999878,27.31,,alive,,South,Ryan Helcoski,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.1,8/9/2018,1,1,tiam,614,108.5,276.2999878,27.73,,alive,,South,Ryan Helcoski,Ryan Helcoski,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.11,8/23/2018,1,1,tiam,614,108.5,276.2999878,27.89,,alive,,South,Ryan Helcoski,Ian McGregor,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.12,9/28/2018,1,1,tiam,614,108.5,276.2999878,28.03,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7552,7552,,,258.5,,2,,1.45,4,4,,
60573,1,2018.13,10/18/2018,1,1,tiam,614,108.5,276.2999878,27.84,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7552,7552,,,258.5,,2,,1.45,4,4,,
60576,1,2018.01,3/12/2018,1,1,caca,615,117.0999985,281,13.47,,alive,,South,Michael Scott,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.02,4/6/2018,1,1,caca,615,117.0999985,281,13.47,,alive,,South,Ryan Helcoski,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.03,4/26/2018,1,1,caca,615,117.0999985,281,13.54,,alive,,South,Ryan Helcoski,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.04,5/15/2018,1,1,caca,615,117.0999985,281,13.49,,alive,,South,Ryan Helcoski,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.05,5/29/2018,1,1,caca,615,117.0999985,281,13.61,,alive,,South,Ryan Helcoski,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.06,6/14/2018,1,1,caca,615,117.0999985,281,14.07,,alive,,South,Ryan Helcoski,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.07,6/29/2018,1,1,caca,615,117.0999985,281,14.32,,alive,,South,Alyssa Terrell,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.08,7/12/2018,1,1,caca,615,117.0999985,281,14.48,,alive,,South,Alyssa Terrell,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.09,7/26/2018,1,1,caca,615,117.0999985,281,14.49,,alive,,South,Ryan Helcoski,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.1,8/9/2018,1,1,caca,615,117.0999985,281,14.81,,alive,,South,Ryan Helcoski,Ryan Helcoski,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.11,8/23/2018,1,1,caca,615,117.0999985,281,14.97,,alive,,South,Ryan Helcoski,Ian McGregor,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.12,9/28/2018,1,1,caca,615,117.0999985,281,14.49,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7555,7555,,,95.1,,2,,1.37,4,2,,
60576,1,2018.13,10/18/2018,1,1,caca,615,117.0999985,281,14.72,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7555,7555,,,95.1,,2,,1.37,4,2,,
60577,1,2018.01,3/12/2018,1,1,litu,615,112.6999969,281.3999939,1.8,,alive,,South,Michael Scott,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.02,4/6/2018,1,1,litu,615,112.6999969,281.3999939,1.16,,alive,,South,Ryan Helcoski,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.03,4/26/2018,1,1,litu,615,112.6999969,281.3999939,1.75,,alive,,South,Ryan Helcoski,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.04,5/15/2018,1,1,litu,615,112.6999969,281.3999939,1.93,,alive,,South,Ryan Helcoski,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.05,5/29/2018,1,1,litu,615,112.6999969,281.3999939,2.96,,alive,,South,Ryan Helcoski,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.06,6/14/2018,1,1,litu,615,112.6999969,281.3999939,6.75,,alive,,South,Ryan Helcoski,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.07,6/29/2018,1,1,litu,615,112.6999969,281.3999939,9.41,,alive,,South,Alyssa Terrell,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.08,7/12/2018,1,1,litu,615,112.6999969,281.3999939,11.32,,alive,,South,Alyssa Terrell,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.09,7/26/2018,1,1,litu,615,112.6999969,281.3999939,13.98,,alive,,South,Ryan Helcoski,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.1,8/9/2018,1,1,litu,615,112.6999969,281.3999939,14.27,,alive,,South,Ryan Helcoski,Ryan Helcoski,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.11,8/23/2018,1,1,litu,615,112.6999969,281.3999939,15.04,,alive,,South,Ryan Helcoski,Ian McGregor,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.12,9/28/2018,1,1,litu,615,112.6999969,281.3999939,13.18,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7556,7556,,,546.2,,2,,1.5,4,5,,
60577,1,2018.13,10/18/2018,1,1,litu,615,112.6999969,281.3999939,15.61,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7556,7556,,,546.2,,2,,1.5,4,5,,
60578,1,2018.01,3/12/2018,1,1,caca,615,113.1999969,289.8999939,11.85,,alive,,South,Michael Scott,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.02,4/6/2018,1,1,caca,615,113.1999969,289.8999939,11.94,,alive,,South,Ryan Helcoski,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.03,4/26/2018,1,1,caca,615,113.1999969,289.8999939,11.97,,alive,,South,Ryan Helcoski,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.04,5/15/2018,1,1,caca,615,113.1999969,289.8999939,12.11,,alive,,South,Ryan Helcoski,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.05,5/29/2018,1,1,caca,615,113.1999969,289.8999939,12.07,,alive,,South,Ryan Helcoski,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.06,6/14/2018,1,1,caca,615,113.1999969,289.8999939,12.94,,alive,,South,Ryan Helcoski,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.07,6/29/2018,1,1,caca,615,113.1999969,289.8999939,13.81,,alive,,South,Alyssa Terrell,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.08,7/12/2018,1,1,caca,615,113.1999969,289.8999939,13.97,,alive,,South,Alyssa Terrell,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.09,7/26/2018,1,1,caca,615,113.1999969,289.8999939,14.09,,alive,,South,Ryan Helcoski,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.1,8/9/2018,1,1,caca,615,113.1999969,289.8999939,14.16,,alive,,South,Ryan Helcoski,Ryan Helcoski,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.11,8/23/2018,1,1,caca,615,113.1999969,289.8999939,14.31,,alive,,South,Ryan Helcoski,Ian McGregor,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.12,9/28/2018,1,1,caca,615,113.1999969,289.8999939,14.35,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7557,7557,,,78.5,,2,,1.36,4,1,,
60578,1,2018.13,10/18/2018,1,1,caca,615,113.1999969,289.8999939,14.11,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7557,7557,,,78.5,,2,,1.36,4,1,,
60579,1,2018.01,3/12/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Michael Scott,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.02,4/6/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.03,4/26/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.04,5/15/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.05,5/29/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.06,6/14/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.07,6/29/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Alyssa Terrell,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.08,7/12/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Alyssa Terrell,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.09,7/26/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.1,8/9/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ryan Helcoski,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.11,8/23/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,Ryan Helcoski,Ian McGregor,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.12,9/28/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7558,7558,,,76.1,,2,,1.32,4,2,,
60579,1,2018.13,10/18/2018,1,1,caca,615,116.8000031,284,NA,,dead,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7558,7558,,,76.1,,2,,1.32,4,2,,
60581,1,2018.01,3/12/2018,1,1,litu,615,119.8000031,289.2999878,5.1,,alive,,South,Michael Scott,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.02,4/6/2018,1,1,litu,615,119.8000031,289.2999878,6.6,,alive,,South,Ryan Helcoski,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.03,4/26/2018,1,1,litu,615,119.8000031,289.2999878,6.81,,alive,,South,Ryan Helcoski,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.04,5/15/2018,1,1,litu,615,119.8000031,289.2999878,6.91,,alive,,South,Ryan Helcoski,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.05,5/29/2018,1,1,litu,615,119.8000031,289.2999878,8.01,,alive,,South,Ryan Helcoski,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.06,6/14/2018,1,1,litu,615,119.8000031,289.2999878,12.73,,alive,,South,Ryan Helcoski,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.07,6/29/2018,1,1,litu,615,119.8000031,289.2999878,14.75,,alive,,South,Alyssa Terrell,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.08,7/12/2018,1,1,litu,615,119.8000031,289.2999878,14.91,,alive,,South,Alyssa Terrell,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.09,7/26/2018,1,1,litu,615,119.8000031,289.2999878,15.1,,alive,,South,Ryan Helcoski,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.1,8/9/2018,1,1,litu,615,119.8000031,289.2999878,16.33,,alive,,South,Ryan Helcoski,Ryan Helcoski,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.11,8/23/2018,1,1,litu,615,119.8000031,289.2999878,16.73,,alive,,South,Ryan Helcoski,Ian McGregor,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.12,9/28/2018,1,1,litu,615,119.8000031,289.2999878,16.72,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7560,7560,,,685.1,,2,,1.54,4,5,,
60581,1,2018.13,10/18/2018,1,1,litu,615,119.8000031,289.2999878,17.15,,alive,,South,"Alyssa Terrall, Ian McGregor",Ian McGregor,7560,7560,,,685.1,,2,,1.54,4,5,,
60582,1,2018.01,3/12/2018,1,1,quru,615,120,290.2000122,19.03,,alive,,South,Michael Scott,Ryan Helcoski,7561,7561,,,285.1,,2,,1.37,4,4,,
