tag,StemTag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure.verified,new.band,codes,notes,field.recorders,data.enter,survey.ID,year,month,day
180235,1,litu,1072,1802,11,4.6,1,South,74.89,75.71,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180648,1,juni,301,1804,7.5,10.9,1,South,3.33,2.95,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180654,1,litu,394,1805,6,0.3,1,South,96.62,96.77,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180691,1,litu,790,1807,6.2,17.3,1,South,125.02,NA,,,,band removed,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180728,1,litu,422,1804,3.1,12.7,1,South,70.04,70.48,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180903,1,litu,331,1808,4.8,2.3,1,South,33.87,34.82,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180904,1,litu,400,1808,2.8,6.5,1,South,96.1,96.57,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180931,1,quve,822,1809,8.2,19.4,1,South,30.21,31.41,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180948,1,qupr,134,1811,1,9.5,1,South,14.75,14.65,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
180984,1,litu,985,1813,4,11.8,1,South,120.23,122.18,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
180991,1,ploc,963,1814,1.5,6.7,1,South,56.78,57.63,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
181030,1,qual,795,1816,5.4,10.6,6,North,15.25,15.39,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
181033,1,litu,573,1816,3.4,18.6,6,North,84.29,85.85,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182207,1,qual,560,1817,5.6,11.2,6,North,13.41,12.24,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182208,1,quru,559,1817,4,10.1,6,North,40.51,40.97,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182376,1,ploc,702,1823,2.9,12.6,6,North,87.53,88.29,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182398,1,ceca,114,1825,0.6,5.5,9,North,25.12,24.71,,,,las measurement; injured; band removed,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182471,1,ceca,91,1829,2.6,19,9,North,46.88,47.46,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182491,1,litu,440,1831,7.6,7.9,9,North,123.56,124.58,,,RE,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182570,1,juni,568,1823,10.5,1,6,North,26.77,28.3,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182681,1,litu,635,1829,13,1,9,North,76,80.16,,,BA,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
182693,1,litu,894,1830,15.3,13.2,9,North,105.79,106.38,,,,last measurement; band removed,Jessica Shue,Jessica Shue,2026.01,2026,3,18
190065,1,litu,569,1902,18.8,0.4,1,South,52.86,54.6,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190067,1,litu,760,1902,19,2.2,1,South,97.19,97.9,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190071,1,litu,228,1902,20,4.3,1,South,49.36,49.52,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190115,1,litu,982,1902,4.8,18.6,1,South,57.81,56.76,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190413,1,litu,1046,1904,14.7,5.6,1,South,41.24,41.06,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190426,1,litu,1080,1904,11,16,1,South,65.39,66.21,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190429,1,litu,745,1904,12.5,19.1,1,South,21.49,22.69,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190568,1,juni,955,1912,2.6,18.8,1,South,99.07,98.28,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
190655,1,litu,583,1907,12.9,16.1,1,South,98.24,101.35,,,RE,two springs,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190658,1,litu,488,1907,10.6,16.7,1,South,76.18,77.14,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190670,1,litu,577,1908,8,3.2,1,South,49.79,50.66,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190694,1,quru,1353,1909,18.2,14.7,1,South,66.79,66.67,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190704,1,caco,222,1910,15.2,4.3,1,South,39.92,36.99,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
190793,1,litu,639,1914,12.2,1.3,1,South,45.95,47.92,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
190794,1,quru,692,1914,10.6,1.4,1,South,92.62,92.86,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
190798,1,cagl,284,1914,12.5,8.4,1,South,24.08,23.26,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192008,1,qual,719,1917,12,2,6,North,111.38,110.67,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192133,1,caovl,579,1923,11.7,2.3,6,North,58.09,58.32,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192244,1,qual,478,1919,18.1,16.8,6,North,90.37,90.23,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192437,1,litu,463,1925,17,11.5,9,North,50.67,50.39,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192466,1,quru,869,1926,13.3,1.7,9,North,60.56,60.52,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192484,1,quru,457,1926,17.4,11.2,9,North,117.43,117.91,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192527,1,litu,529,1928,11.9,5,9,North,120.29,121.32,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192528,1,litu,605,1928,12.4,9.7,9,North,69.13,69.57,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192533,1,litu,429,1928,18.4,17.2,9,North,23.08,24.08,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192534,1,litu,583,1928,13.3,17.4,9,North,28.7,29.46,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192542,1,litu,335,1929,18.9,3.8,9,North,59.78,60.16,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192543,1,litu,459,1929,14.9,4.4,9,North,82.04,82.36,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192546,1,litu,555,1929,17.4,7.3,9,North,135.03,135.49,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192548,1,litu,494,1929,15.3,11.3,9,North,35.11,35.59,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192560,1,qual,970,1930,12.9,19.5,9,North,74.91,72.08,72.06,,,keep band; TOMST tree,Jessica Shue,Jessica Shue,2026.01,2026,3,18
192619,1,quru,845,1926,12.6,8.5,9,North,39.86,40.41,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
200142,1,litu,635,2002,1.3,3.5,1,South,61.67,62.49,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200151,1,litu,723,2002,6.9,4,1,South,124.35,125.32,,,RE,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200547,1,litu,690,2005,2.6,1.1,1,South,41.95,42.62,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200551,1,litu,602,2005,1,5.3,1,South,26.4,27.26,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200577,1,juni,544,2007,6.1,9.6,1,South,5.11,4.9,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200586,1,juni,451,2007,2,13.9,1,South,32.51,32.55,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200676,1,litu,905,2008,12.2,6.9,1,South,49.83,49.52,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200812,1,juni,559,2008,8,1.2,1,South,50.33,51.57,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200818,1,litu,351,2008,4.4,3.9,1,South,23.76,24.17,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
200822,1,litu,882,2008,5.6,10.3,1,South,51.13,52.91,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,17
201171,1,ceca,115,2011,8.7,9.4,1,South,11.54,11.32,,,,injured; VITIS,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201180,1,caco,137,2011,10.5,14.6,1,South,38.38,38.88,,,,new spring installed,Jessica Shue,Jessica Shue,2026.01,2026,3,19
201207,1,litu,1354,2012,10,17.3,1,South,0,NA,,,,replace tree,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201261,1,juni,500,2013,0.3,17.3,1,South,72.98,70.62,,,,orange fungus on trunk,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201264,1,litu,451,2014,0.3,6.8,1,South,99.52,99.43,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201274,1,litu,630,2014,5.3,8.9,1,South,37.29,37.95,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201278,1,litu,681,2014,2.2,11.8,1,South,45.33,48.02,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201279,1,quru,511,2014,1.9,13,1,South,80.91,81.24,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201331,1,qupr,447,2015,14.3,9.5,1,South,49.32,49.49,,,RT,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201432,1,quve,457,2016,0.3,12.5,6,North,128.58,128.22,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
201441,1,litu,834,2016,11.8,19.2,6,North,107.66,108.07,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202050,1,qual,501,2019,9.2,14.5,6,North,61.11,62.07,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202072,1,qual,741,2020,2.1,10.8,6,North,72.99,74.24,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202201,1,cato,151,2017,3.2,1.1,6,North,55.84,54.33,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202203,1,quru,537,2017,9.2,1.4,6,North,37.69,38.2,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202212,1,quve,632,2017,4.3,9.5,6,North,34.19,35.53,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202215,1,qual,570,2017,5.5,11.7,6,North,16.36,17.19,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202276,1,caovl,265,2019,7.1,13.8,6,North,18.53,17.31,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202283,1,litu,334,2020,4.5,2.9,6,North,55.83,56.74,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202336,1,cagl,473,2022,3,10.7,6,North,44.61,45.82,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202337,1,cagl,461,2023,1,0.2,6,North,133.55,134.21,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202444,1,litu,713,2025,0.9,12.5,9,North,85.69,86.5,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202449,1,litu,641,2026,0,1,9,North,50.69,51.69,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202543,1,litu,253,2028,0.5,15.6,9,North,24.52,24.65,,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
202550,1,litu,603,2029,2.1,10.7,9,North,62.63,61.51,61.51,,,,Jessica Shue,Jessica Shue,2026.01,2026,3,18
20587,1,litu,1310,208,14.8,1.3,3,South,96.08,97.57,,,,last measurement; band removed,Jen Jordan,Jessica Shue,2026.01,2026,3,18
20617,1,litu,901,209,6.9,7.6,3,South,93.96,95.22,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
20712,1,litu,949,212,1.5,8.3,3,South,133.39,133.51,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
20737,1,tiam,189,213,12.6,3.8,3,South,26.64,25.97,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
22041,1,litu,868,217,1.8,19,4,North,95.26,98.28,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
22070,1,cato,75.8,218,2.3,11.4,4,North,0,NA,,,,Not found,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
22141,1,tiam,147,221,1.9,1.2,4,North,22.57,23.43,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
22170,1,litu,1151,221,7.9,13.8,4,North,61.66,62.59,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
22186,1,tiam,380,222,17,7.5,4,North,26.49,27.2,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
22315,1,caco,575,225,11,4,4,North,32.74,33.71,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
22489,1,cato,143,229,16.1,1.8,4,North,18.78,16.2,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
22601,1,juni,140,231,17.8,10,4,North,11.61,11.88,,,,TOMST tree,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
30225,1,qual,275,306,20,3.1,3,South,43.86,43.71,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30233,1,fagr,1109,306,15.6,16.2,3,South,131.97,132.92,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30234,1,fagr,84,306,15.3,18.5,3,South,26.48,25.89,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30262,1,cagl,354,311,1.7,12,3,South,20.29,22.04,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30273,1,fagr,490,311,9.6,4.1,3,South,24.17,24.19,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30331,1,cagl,239,306,8.3,19.5,3,South,44.54,41.8,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30333,1,fagr,266,306,14,19.3,3,South,133,132.07,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30339,1,litu,620,307,8.6,4.1,3,South,24.98,26.21,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30339,2,litu,557,307,8.6,4.1,3,South,25.59,26.62,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30339,3,litu,162,307,8.6,4.1,3,South,59.42,59.94,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30462,1,litu,524,313,16.2,19,3,South,39.19,38.53,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30467,1,litu,638,314,17.3,3,3,South,19.6,19.32,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
30584,1,quve,955,316,2.2,14.4,4,North,56.79,53.89,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32097,1,litu,661,320,17.9,3,4,North,69.31,69.26,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32126,1,litu,1058,321,9.6,5,4,North,42.75,41.97,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32157,1,tiam,392,322,7.5,4,4,North,0,NA,,,,Band missing,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32167,1,cagl,163,322,12.8,3.8,4,North,12.88,11.31,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32180,2,tiam,192,322,6.4,12.3,4,North,24.77,24.03,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32251,1,tiam,175,323,10.3,10.3,4,North,19.7,19.33,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32381,1,qupr,889,327,4.6,12.8,4,North,35.89,35.87,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
32423,1,litu,969,329,17.6,13.1,4,North,18.99,18.58,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
40465,1,qupr,473,404,8.2,12.5,2,South,132.15,132.04,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
40562,1,fagr,88,406,6.3,16.2,3,South,9.44,8.55,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40563,1,fagr,440,406,3.6,17.8,3,South,34.59,34.52,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40564,1,fagr,72,406,2.4,12.4,3,South,0,12.45,,1,,"7.6, 7.6, 1.5",Jen Jordan,Jessica Shue,2026.01,2026,3,19
40566,1,cagl,301,406,1.1,9.4,3,South,60.27,59.95,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40567,1,fagr,112,406,1.6,7.2,3,South,12.72,12.48,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40568,1,fagr,229,406,0.1,5.2,3,South,101.74,101.17,,,,new tag,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40569,1,litu,345,407,5.6,1.7,3,South,20.91,20.35,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40635,1,cato,274,408,18.7,1,3,South,77.3,75.68,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40941,1,litu,650,413,6,15.4,3,South,67.06,66.93,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40942,1,acru,428,414,2.2,2,3,South,20.13,20.35,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
40972,1,litu,871,415,7.2,9.6,3,South,101.11,100.64,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,18
42009,1,ploc,611,417,19.5,3.7,4,North,32.67,33.1,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
50364,1,qual,700,507,4.2,18.1,2,South,57.67,43.67,43.84,,,JS verified,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
50525,1,qual,529,512,8.3,7.4,3,South,87.14,87.78,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
50562,1,quru,715,514,6.9,12.5,3,South,95.12,95.19,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
50622,1,qual,660,513,16.8,9.4,3,South,58.37,58.9,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
50646,1,quru,368,514,19.6,9.4,3,South,78.74,78.58,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
50650,1,litu,194,514,19.5,14.9,3,South,28.54,25.88,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
50654,1,litu,751,514,17.2,19.1,3,South,106,105.07,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
52190,1,quru,1045,522,16.4,3.4,4,North,113.01,116.07,,,,Band is loose,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
52344,1,cagl,272,528,14.3,5.9,4,North,16.31,15.31,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
52384,1,caovl,125,529,1.2,13.1,4,North,14.32,12.88,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
60266,1,cato,511,604,5.5,9.2,2,South,31.66,30.84,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
60456,1,caca,50,614,5.3,15,3,South,11.55,11.9087,,,,injured,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60457,1,caca,106,614,4,15.2,3,South,0,NA,,,DC,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60459,1,fagr,126,615,2,3,3,South,37.28,37.51,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60462,1,fagr,256,615,5.6,7.6,3,South,44,43.98,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60463,1,juni,510,615,7.2,8,3,South,114.13,116.11,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60468,1,caca,76,615,5.4,9.6,3,South,16.23,16.23,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60469,1,cofl,74,615,6.8,9.8,3,South,11.03,11.63,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60566,1,fagr,235,614,10,11,3,South,43.73,43.56,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60567,1,litu,567,614,11.6,11.2,3,South,95.01,95.51,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60568,1,caca,104,614,15.5,15.6,3,South,36.67,36.23,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60573,1,tiam,284,614,8.5,16.3,3,South,88.89,90.03,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60576,1,caca,109,615,17.1,1,3,South,13.54,13.58,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60577,1,litu,584,615,12.7,1.4,3,South,73.66,74.96,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60578,1,caca,86,615,13.2,9.9,3,South,17.85,17.94,,,,mapped wrong; just North of 60577,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60581,1,litu,707,615,19.8,9.3,3,South,61.57,61.55,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60582,1,quru,304,615,20,10.2,3,South,25.45,25.66,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60586,1,caca,78,615,16.2,9.3,3,South,20.81,20.15,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
60588,1,caco,311,615,13.4,7.3,3,South,75.28,72.91,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
62114,1,quve,324,619,18.7,12.6,4,North,96.84,97.56,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
62121,1,cato,115,619,5.1,12.8,4,North,14.8,13.76,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
62181,1,quve,1150,621,8.8,13.5,4,North,27.08,27.88,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
62224,1,litu,1080,622,3.2,17.3,4,North,70.3,68.56,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
62241,1,litu,967,623,13.9,0.7,4,North,60.48,62.04,62.02,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,19
62285,1,quru,745,625,4.8,2,7,North,132.4,132.57,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
62300,1,quve,426,625,13.8,17.5,7,North,92.47,93.82,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
62312,1,cato,130,626,14.3,0.4,7,North,5.23,4.84,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
62449,1,qual,915,632,18.7,3.9,7,North,45.73,46.93,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
70096,1,quru,946,704,3.3,12.7,2,South,40.96,41.18,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70126,1,quru,880,705,9.3,12.5,2,South,54.64,55.01,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70146,1,quve,669,706,8.8,7.2,2,South,34.33,35.19,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70278,1,qupr,715,704,15.6,15.4,2,South,110.72,111.23,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70292,1,cagl,470,705,14.6,2.1,2,South,102.05,101.38,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70352,1,litu,775,707,18.5,11,2,South,14.83,15.35,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70358,1,litu,394,708,18.4,2,2,South,47.94,49.11,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70433,1,litu,743,710,11.4,13.8,2,South,70.36,71.67,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70492,1,nysy,227,714,0.1,11.2,3,South,74.68,75.2,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
70493,1,litu,567,714,0.3,15.2,3,South,48.73,48.82,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
70495,1,caca,92,714,1.7,18.6,3,South,30.15,29.96,,,,,Jen Jordan,Jessica Shue,2026.01,2026,3,17
70519,1,qual,562,711,15.5,3.3,2,South,105.53,105.35,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70536,1,qual,625,711,11.9,7.4,2,South,65.54,66.22,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
70579,1,caovl,245,714,19.2,4.3,2,South,55.61,54.83,,,,,Brigit Rooney,Jessica Shue,2026.01,2026,3,18
72024,1,quve,516,717,20,9.6,4,North,76.53,78.32,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72104,1,qual,267,718,6.2,17.8,4,North,44.33,43.8,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72107,1,fagr,441,719,8,1.2,4,North,37.08,37.29,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72115,1,litu,505,719,11.2,10.7,4,North,16.45,16.96,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72116,1,litu,517,719,14.4,10.8,4,North,86.39,86.15,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72122,1,caca,83,719,19.9,19,4,North,11.16,11.16,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72124,1,quru,828,719,12.5,19.4,4,North,132.63,141.31,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72149,1,litu,586,720,13.8,0.7,4,North,76.9,77.47,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72173,1,qual,461,720,6,10.2,4,North,47.68,47.68,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72210,1,qual,881,721,5.2,11.5,4,North,66.91,67.31,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72232,1,qual,757,722,14.5,12.6,4,North,34.98,40.32,40.37,,"BA, RT",,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,19
72248,1,caovl,335,723,15,0.3,4,North,86.44,86.92,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72308,1,qual,670,725,15.2,13.3,7,North,86.11,87.01,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72322,1,litu,256,726,18.1,0.3,7,North,44.13,43.81,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72324,1,litu,720,726,14.4,6.6,7,North,116.78,117.94,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72337,1,quru,955,727,7.9,2.6,7,North,99.21,99.23,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72348,1,quru,987,727,12,15.1,7,North,94.26,94.15,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72357,1,quru,957,728,1.7,2,7,North,72.75,74.66,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72375,1,litu,700,728,13.7,17.1,7,North,0,130.24,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72377,1,litu,796,728,10.6,16.1,7,North,99.95,101.44,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72447,1,litu,640,732,14.9,4.1,7,North,20.68,20.61,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
72448,1,litu,509,732,18.9,4.7,7,North,101.12,101,,,,,"Bill McShea, Claire Watson",Jessica Shue,2026.01,2026,3,18
