tag,stemtag,sp,quadrat,survey.ID,exactdate,measure,crown.condition,illum,codes,notes,field.recorders,data.enter,location,area
120777,1,litu,1205,2011.23,12/15/2011,43.91,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
120781,1,litu,1205,2011.23,12/15/2011,18.48,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
120790,1,litu,1205,2011.23,12/15/2011,52.16,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
121195,1,quru,1211,2011.23,12/15/2011,67.40,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
121212,1,litu,1207,2011.23,12/15/2011,72.34,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
121221,1,litu,1207,2011.23,12/15/2011,82.68,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
121274,1,cato,1209,2011.23,12/15/2011,NA,1,0,,"Not found, possibly dead (Jan 2012)",Jennifer McGarvey,Jennifer McGarvey,,
121291,1,qupr,1210,2011.23,12/15/2011,146.14,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
121298,1,nysy,1211,2011.23,12/15/2011,25.37,2,3,,"Dead; old nail at 1.3m, used as pt",Jennifer McGarvey,Jennifer McGarvey,,
121301,1,caovl,1211,2011.23,12/15/2011,79.52,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
121305,1,quru,1211,2011.23,12/15/2011,17.92,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
121358,1,fram,1216,2011.23,12/15/2011,45.09,3,5,,,Jennifer McGarvey,Jennifer McGarvey,,
121374,1,juni,216,2011.23,12/15/2011,37.06,NA,NA,,new band,Jennifer McGarvey,Jennifer McGarvey,,
122005,1,fram,1217,2011.23,12/15/2011,65.61,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122006,1,acru,1217,2011.23,12/15/2011,23.52,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122009,1,acru,1217,2011.23,12/15/2011,37.43,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
122120,1,qual,1220,2011.23,12/15/2011,22.87,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122121,1,pist,1220,2011.23,12/15/2011,10.78,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
122130,1,qual,1219,2011.23,12/15/2011,40.49,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122136,1,quru,1220,2011.23,12/15/2011,17.52,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122184,1,pist,1222,2011.23,12/15/2011,19.82,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
122189,1,qual,1222,2011.23,12/15/2011,34.43,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122303,1,qual,1223,2011.23,12/15/2011,15.87,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122343,1,qual,1225,2011.23,12/15/2011,29.95,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122347,1,ulru,1225,2011.23,12/15/2011,33.74,0,1,,,Jennifer McGarvey,Jennifer McGarvey,,
122427,1,qual,1227,2011.23,1/12/2012,59.71,4,4,,"measured Jan 12, 2012",Jennifer McGarvey,Jennifer McGarvey,,
122450,1,ulru,1225,2011.23,12/15/2011,19.92,NA,NA,,,Jennifer McGarvey,Jennifer McGarvey,,
122452,1,fram,1226,2011.23,12/15/2011,33.89,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122455,1,qual,1226,2011.23,12/15/2011,37.62,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122458,1,cagl,1226,2011.23,12/15/2011,NA,4,4,,Band fixed in Jan. 2012,Jennifer McGarvey,Jennifer McGarvey,,
122482,1,litu,1228,2011.23,12/15/2011,61.45,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122486,1,litu,1228,2011.23,12/15/2011,37.57,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122489,1,cagl,1229,2011.23,12/15/2011,30.53,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
122490,1,quru,1229,2011.23,12/15/2011,157.38,3,4,,needs new band,Jennifer McGarvey,Jennifer McGarvey,,
122492,1,litu,1229,2011.23,12/15/2011,78.28,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122561,1,litu,1231,2011.23,12/15/2011,47.39,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
122563,2,litu,1232,2011.23,12/15/2011,7.92,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
130348,1,litu,1302,2011.23,12/15/2011,61.64,NA,NA,,,Jennifer McGarvey,Jennifer McGarvey,,
130718,1,litu,1306,2011.23,12/15/2011,47.27,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
130838,1,litu,1305,2011.23,12/15/2011,48.62,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131009,1,quve,1308,2011.23,12/15/2011,47.11,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131086,1,quru,1310,2011.23,12/15/2011,59.89,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131087,1,quru,1310,2011.23,12/15/2011,58.87,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131092,1,litu,1311,2011.23,12/15/2011,52.62,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131096,1,litu,1311,2011.23,12/15/2011,7.70,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
131188,1,litu,1313,2011.23,12/15/2011,67.17,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131227,1,litu,1313,2011.23,12/15/2011,48.07,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131232,1,litu,1313,2011.23,12/15/2011,30.36,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131233,1,litu,1313,2011.23,12/15/2011,31.94,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131238,1,caco,1314,2011.23,12/15/2011,11.23,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
131239,1,quru,1314,2011.23,12/15/2011,62.41,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131272,1,fram,1315,2011.23,12/15/2011,21.53,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131352,1,fram,1316,2011.23,12/15/2011,49.61,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
131364,1,acru,1316,2011.23,12/15/2011,36.52,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132028,1,fram,1317,2011.23,12/15/2011,16.30,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132077,1,qual,1319,2011.23,12/15/2011,61.43,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132171,1,litu,1320,2011.23,12/15/2011,65.46,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132302,1,quru,1321,2011.23,12/15/2011,NA,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132311,1,qual,1322,2011.23,12/15/2011,43.19,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132321,1,quru,1323,2011.23,12/15/2011,29.00,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132371,1,quru,1325,2011.23,12/15/2011,107.55,NA,NA,,,Jennifer McGarvey,Jennifer McGarvey,,
132508,1,quve,1328,2011.23,12/15/2011,23.03,1,3,,,Jennifer McGarvey,Jennifer McGarvey,,
132512,1,juni,1328,2011.23,12/15/2011,18.79,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132524,1,litu,1329,2011.23,12/15/2011,11.70,1,2,,,Jennifer McGarvey,Jennifer McGarvey,,
132525,1,fram,1329,2011.23,12/15/2011,7.66,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132529,1,litu,1329,2011.23,12/15/2011,76.36,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132539,1,litu,1331,2011.23,12/15/2011,35.55,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
132542,1,quve,1332,2011.23,12/15/2011,43.22,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
132545,1,litu,1332,2011.23,12/15/2011,44.21,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140270,1,ulru,1401,2011.23,12/15/2011,4.00,4,2,,Dead,Jennifer McGarvey,Jennifer McGarvey,,
140467,1,quve,1404,2011.23,12/15/2011,44.64,3,0,,"was bent, was straightened to take measurement",Jennifer McGarvey,Jennifer McGarvey,,
140609,1,litu,1403,2011.23,12/15/2011,84.29,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140646,1,litu,1405,2011.23,12/15/2011,70.90,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140736,1,quve,1407,2011.23,12/15/2011,54.60,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140751,1,quru,1408,2011.23,12/15/2011,44.77,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140756,1,quve,1408,2011.23,12/15/2011,22.94,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140813,1,litu,1410,2011.23,1/12/2012,72.88,4,4,,"measured Jan 12, 2012",Jennifer McGarvey,Jennifer McGarvey,,
140818,1,litu,1410,2011.23,12/15/2011,54.98,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140819,1,litu,1411,2011.23,12/15/2011,8.91,2,3,,,Jennifer McGarvey,Jennifer McGarvey,,
140820,1,litu,1411,2011.23,12/15/2011,7.85,2,3,,,Jennifer McGarvey,Jennifer McGarvey,,
140821,1,litu,1411,2011.23,12/15/2011,53.73,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140825,1,litu,1411,2011.23,12/15/2011,58.97,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140829,1,litu,1411,2011.23,12/15/2011,51.98,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140833,1,litu,1411,2011.23,12/15/2011,37.07,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
140872,1,litu,1413,2011.23,12/15/2011,65.40,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
141146,1,caco,1416,2011.23,12/15/2011,16.63,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142113,1,cagl,1417,2011.23,12/15/2011,12.64,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142206,1,fram,1419,2011.23,12/15/2011,44.15,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142380,1,qual,1425,2011.23,12/15/2011,50.79,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
142521,1,pist,1422,2011.23,12/15/2011,50.72,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142527,1,cagl,1422,2011.23,12/15/2011,7.41,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
142568,1,quve,1425,2011.23,12/15/2011,28.19,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142575,1,quve,1426,2011.23,12/15/2011,35.45,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
142656,1,litu,1431,2011.23,12/15/2011,26.96,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142708,1,juni,1429,2011.23,12/15/2011,8.67,1,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142727,1,litu,1431,2011.23,1/17/2012,67.19,4,5,,Jan 17th 2012,Jennifer McGarvey,Jennifer McGarvey,,
142729,1,litu,1431,2011.23,12/15/2011,16.74,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142730,1,litu,1431,2011.23,12/15/2011,60.33,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142731,1,litu,1432,2011.23,12/15/2011,24.11,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
142732,1,cagl,1432,2011.23,12/15/2011,11.04,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
142733,1,litu,1432,2011.23,12/15/2011,67.35,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
142735,1,qual,1432,2011.23,12/15/2011,15.60,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
150756,1,quve,1503,2011.23,12/15/2011,25.42,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
150830,1,litu,1508,2011.23,12/15/2011,86.30,NA,4,,,Jennifer McGarvey,Jennifer McGarvey,,
152153,1,ploc,1520,2011.23,12/15/2011,100.49,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
152673,1,litu,1530,2011.23,12/15/2011,71.69,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
152701,1,litu,1531,2011.23,12/15/2011,67.47,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
160713,1,litu,1603,2011.23,12/15/2011,78.37,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
160742,1,litu,1605,2011.23,12/15/2011,85.92,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
160862,1,ploc,1614,2011.23,12/15/2011,79.87,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
160910,1,litu,1607,2011.23,1/12/2012,97.01,4,4,,"measured Jan 12, 2012",Jennifer McGarvey,Jennifer McGarvey,,
160985,1,litu,1612,2011.23,12/15/2011,95.42,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
162293,1,qual,1623,2011.23,12/15/2011,37.15,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
162439,1,quru,1627,2011.23,12/15/2011,68.22,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
162503,1,quve,1624,2011.23,1/17/2012,53.15,4,4,,Jan 17th 2012,Jennifer McGarvey,Jennifer McGarvey,,
162543,1,qual,1627,2011.23,12/15/2011,20.99,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
170175,1,litu,1702,2011.23,12/15/2011,114.63,3,5,,,Jennifer McGarvey,Jennifer McGarvey,,
170992,1,litu,1704,2011.23,12/15/2011,59.51,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
170994,1,litu,1704,2011.23,1/17/2012,42.72,4,4,,"remeasured Jan 17th, 2012",Jennifer McGarvey,Jennifer McGarvey,,
171000,1,rops,1705,2011.23,12/15/2011,52.18,2,3,,,Jennifer McGarvey,Jennifer McGarvey,,
171127,1,litu,1705,2011.23,12/15/2011,43.78,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
171247,1,saal,1707,2011.23,12/15/2011,63.29,2,3,,,Jennifer McGarvey,Jennifer McGarvey,,
171254,1,litu,1708,2011.23,12/15/2011,47.69,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
171257,1,litu,1708,2011.23,12/15/2011,11.41,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
171262,1,litu,1708,2011.23,12/15/2011,56.87,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
171314,1,quru,1712,2011.23,12/15/2011,63.78,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
171348,1,ceca,1714,2011.23,12/15/2011,39.55,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
171358,1,fram,1714,2011.23,12/15/2011,44.35,3,5,,,Jennifer McGarvey,Jennifer McGarvey,,
171462,1,qual,1715,2011.23,12/15/2011,62.48,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
171505,1,litu,1716,2011.23,12/15/2011,61.60,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
171506,1,litu,1716,2011.23,12/15/2011,135.01,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172154,1,fram,1723,2011.23,12/15/2011,59.60,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172201,1,cagl,1717,2011.23,12/15/2011,41.39,4,1,,,Jennifer McGarvey,Jennifer McGarvey,,
172202,1,quru,1717,2011.23,12/15/2011,28.45,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172203,1,qual,1717,2011.23,1/17/2012,100.29,4,3,,"remeasured Jan 17th, 2012",Jennifer McGarvey,Jennifer McGarvey,,
172205,1,qual,1717,2011.23,12/15/2011,73.16,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172248,1,cato,1719,2011.23,12/15/2011,14.86,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
172255,1,qual,1720,2011.23,12/15/2011,22.80,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172260,1,qupr,1720,2011.23,12/15/2011,49.93,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
172365,1,ulru,1722,2011.23,12/15/2011,21.55,1,3,,,Jennifer McGarvey,Jennifer McGarvey,,
172372,1,ulru,1723,2011.23,12/15/2011,46.58,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172416,1,nysy,1725,2011.23,12/15/2011,20.62,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
172417,1,nysy,1725,2011.23,12/15/2011,20.20,4,1,,,Jennifer McGarvey,Jennifer McGarvey,,
172418,1,nysy,1725,2011.23,12/15/2011,35.02,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172421,1,cagl,1725,2011.23,12/15/2011,27.22,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172423,1,litu,1726,2011.23,12/15/2011,46.15,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
172470,1,quru,1728,2011.23,12/15/2011,63.74,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172472,1,fram,1728,2011.23,12/15/2011,17.54,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
172499,1,qual,1730,2011.23,12/15/2011,53.97,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
172509,1,quru,1726,2011.23,12/15/2011,29.68,1,0,,Dead,Jennifer McGarvey,Jennifer McGarvey,,
172556,1,litu,1729,2011.23,12/15/2011,22.86,4,5,,In Exclosure,Jennifer McGarvey,Jennifer McGarvey,,
172587,1,fram,1731,2011.23,12/15/2011,76.06,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
172624,1,litu,1731,2011.23,12/15/2011,70.69,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
172626,1,fram,1731,2011.23,12/15/2011,168.39,4,5,,needs new band,Jennifer McGarvey,Jennifer McGarvey,,
180235,1,litu,1802,2011.23,12/15/2011,121.67,3,5,,,Jennifer McGarvey,Jennifer McGarvey,,
180654,1,litu,1805,2011.23,12/15/2011,53.31,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
180691,1,litu,1807,2011.23,12/15/2011,45.43,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
180728,1,litu,1804,2011.23,12/15/2011,102.40,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
180903,1,litu,1808,2011.23,12/15/2011,29.15,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
180984,1,litu,1813,2011.23,12/15/2011,69.07,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
180988,3,acru,1813,2011.23,12/15/2011,38.02,NA,4,,"Two stems close, 1 far",Jennifer McGarvey,Jennifer McGarvey,,
180991,1,ploc,1814,2011.23,12/15/2011,42.51,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
181030,1,qual,1816,2011.23,12/15/2011,39.15,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
181033,1,litu,1816,2011.23,12/15/2011,31.60,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
182161,1,fram,1822,2011.23,12/15/2011,31.94,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
182207,1,qual,1817,2011.23,12/15/2011,63.05,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
182208,1,quru,1817,2011.23,12/15/2011,109.33,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
182248,1,nysy,1820,2011.23,12/15/2011,29.17,0,0,,Dead,Jennifer McGarvey,Jennifer McGarvey,,
182376,1,ploc,1823,2011.23,12/15/2011,46.66,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
182451,1,fram,1829,2011.23,12/15/2011,43.64,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
182491,1,litu,1831,2011.23,12/15/2011,75.28,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
182498,1,fram,1831,2011.23,12/15/2011,11.99,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
182570,1,juni,1822,2011.23,12/15/2011,21.94,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
182681,1,litu,1829,2011.23,12/15/2011,51.87,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
182693,1,litu,1830,2011.23,12/15/2011,77.54,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190065,1,litu,1902,2011.23,12/15/2011,71.35,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190067,1,litu,1902,2011.23,12/15/2011,23.41,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190071,1,litu,1902,2011.23,12/15/2011,29.75,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190115,1,litu,1902,2011.23,12/15/2011,83.77,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190413,1,litu,1904,2011.23,12/15/2011,66.40,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190426,1,litu,1904,2011.23,12/15/2011,145.68,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
190429,1,litu,1904,2011.23,12/15/2011,60.60,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
190568,1,juni,1912,2011.23,12/15/2011,109.26,2,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190655,1,litu,1907,2011.23,12/15/2011,12.31,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190658,1,litu,1907,2011.23,12/15/2011,140.61,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
190670,1,litu,1908,2011.23,1/17/2012,15.19,4,4,,"remeasured Jan 17th, 2012",Jennifer McGarvey,Jennifer McGarvey,,
190694,1,quru,1909,2011.23,12/15/2011,26.68,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190793,1,litu,1914,2011.23,12/15/2011,23.98,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190794,1,quru,1914,2011.23,12/15/2011,21.76,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190834,1,quve,1916,2011.23,12/15/2011,NA,1,3,,Dead Dec 2011,Jennifer McGarvey,Jennifer McGarvey,,
190835,1,litu,1916,2011.23,12/15/2011,76.50,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
190838,1,quru,1916,2011.23,12/15/2011,40.63,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192008,1,qual,1917,2011.23,12/15/2011,36.99,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192055,1,qual,1919,2011.23,12/15/2011,57.77,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192062,1,qupr,1920,2011.23,12/15/2011,14.23,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192064,1,qupr,1920,2011.23,12/15/2011,53.58,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192110,1,cato,1922,2011.23,12/15/2011,38.01,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192133,1,caovl,1923,2011.23,12/15/2011,81.43,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192244,1,qual,1919,2011.23,12/15/2011,92.38,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192437,1,litu,1925,2011.23,12/15/2011,74.75,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192466,1,quru,1926,2011.23,12/15/2011,84.53,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192484,1,quru,1926,2011.23,12/15/2011,115.11,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192528,1,litu,1928,2011.23,12/15/2011,62.75,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192532,1,fagr,1928,2011.23,12/15/2011,24.30,4,2,,,Jennifer McGarvey,Jennifer McGarvey,,
192533,1,litu,1928,2011.23,12/15/2011,83.25,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192534,1,litu,1928,2011.23,12/15/2011,39.13,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
192542,1,litu,1929,2011.23,12/15/2011,30.65,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192543,1,litu,1929,2011.23,12/15/2011,101.86,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192544,1,litu,1929,2011.23,12/15/2011,44.79,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192546,1,litu,1929,2011.23,12/15/2011,24.47,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
192548,1,litu,1929,2011.23,12/15/2011,39.95,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192560,1,qual,1930,2011.23,12/15/2011,25.29,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192570,1,fram,1931,2011.23,12/15/2011,59.78,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
192619,1,quru,1926,2011.23,1/17/2012,22.04,4,4,,"remeasured Jan 17th, 2012",Jennifer McGarvey,Jennifer McGarvey,,
192674,1,litu,1929,2011.23,12/15/2011,63.35,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200038,1,litu,2001,2011.23,12/15/2011,125.45,NA,5,,"Just one band, had to straighten before measuring",Jennifer McGarvey,Jennifer McGarvey,,
200038,2,litu,2001,2011.23,12/15/2011,NA,NA,3,,,Jennifer McGarvey,Jennifer McGarvey,,
200142,1,litu,2002,2011.23,12/15/2011,39.74,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200151,1,litu,2002,2011.23,12/15/2011,37.75,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200547,1,litu,2005,2011.23,12/15/2011,48.45,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200551,1,litu,2005,2011.23,12/15/2011,43.26,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200553,1,litu,2005,2011.23,12/15/2011,31.92,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200577,1,juni,2007,2011.23,12/15/2011,19.56,4,4,,"irregular stem up and down, so cm 1.3 only one knot",Jennifer McGarvey,Jennifer McGarvey,,
200586,1,juni,2007,2011.23,12/15/2011,90.17,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200613,1,litu,2004,2011.23,12/15/2011,71.60,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200676,1,litu,2008,2011.23,12/15/2011,44.45,3,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200812,1,juni,2008,2011.23,12/15/2011,21.15,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200818,1,litu,2008,2011.23,12/15/2011,26.61,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
200822,1,litu,2008,2011.23,12/15/2011,78.23,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
201207,1,litu,2011,2011.23,12/15/2011,99.83,3,5,,new band,Jennifer McGarvey,Jennifer McGarvey,,
201208,1,fram,2011,2011.23,12/15/2011,20.72,1,4,,,Jennifer McGarvey,Jennifer McGarvey,,
201248,1,fram,2013,2011.23,12/15/2011,12.77,1,4,,,Jennifer McGarvey,Jennifer McGarvey,,
201252,1,caco,2013,2011.23,12/15/2011,67.87,3,3,,,Jennifer McGarvey,Jennifer McGarvey,,
201261,1,juni,2013,2011.23,12/15/2011,NA,4,4,,"Band broken in Dec 2011, fixed in Jan. 2012. Needs new band, tree fell on old band",Jennifer McGarvey,Jennifer McGarvey,,
201264,1,litu,2014,2011.23,12/15/2011,90.55,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
201274,1,litu,2014,2011.23,12/15/2011,98.84,4,4,,,Jennifer McGarvey,Jennifer McGarvey,,
201278,1,litu,2014,2011.23,12/15/2011,57.81,4,5,,,Jennifer McGarvey,Jennifer McGarvey,,
201279,1,quru,2014,2011.23,12/15/2011,41.16,4,3,,,Jennifer McGarvey,Jennifer McGarvey,,
