tag,stemtag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure.verified,codes,new.band,notes,field.recorders,data.enter,survey.ID,year,month,day
60566,1,fagr,194.2,614,10,11,3,South,32.45,32.41,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60567,1,litu,536.8,614,11.6,11.2,3,South,91.95,90.72,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60568,1,caca,96,614,15.5,15.6,3,South,25.5,25.38,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60573,1,tiam,258.5,614,8.5,16.3,3,South,76.65,76.87,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60458,1,fagr,269.5,615,1.9,0,3,South,75.47,75.17,,RE,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60459,1,fagr,99.7,615,2,3,3,South,33.33,33.76,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60462,1,fagr,209.5,615,5.6,7.6,3,South,22.5,22.74,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60463,1,juni,468,615,7.2,8,3,South,102.94,103.16,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60468,1,caca,74,615,5.4,9.6,3,South,15.02,14.85,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60469,1,cofl,70,615,6.8,9.8,3,South,10.69,10.54,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60576,1,caca,110,615,17.1,1,3,South,12.53,12.46,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60577,1,litu,546.2,615,12.7,1.4,3,South,66.81,67.42,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60578,1,caca,88,615,13.2,9.9,3,South,12.52,11.06,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60581,1,litu,685.1,615,19.8,9.3,3,South,56.87,56.26,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60582,1,quru,285.1,615,20,10.2,3,South,18.29,18.11,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60586,1,caca,62.5,615,16.2,9.3,3,South,15.5,15.23,,,,topped,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60587,1,caca,81,615,14,9.8,3,South,25.87,NA,,DC,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
60588,1,caco,292.3,615,13.4,7.3,3,South,68.52,64.28,64.31,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
70216,1,quve,930.2,701,18.7,11.6,3,South,26.78,29.33,,,,second stem above DBH is DS,Jessica Shue,Jessica Shue,2025.01,2025,3,18
70220,1,qual,557,702,18.3,0.8,3,South,99.12,99.41,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
70492,1,nysy,198.6,714,0.1,11.2,3,South,58.57,58.93,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
70493,1,litu,539.2,714,0.3,15.2,3,South,43.24,44.01,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
70494,2,caca,60,714,0.4,15.7,3,South,8.44,8.7,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
70495,1,caca,79,714,1.7,18.6,3,South,20.62,20.6,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
70581,1,quru,614.5,714,13.7,1.2,3,South,45.41,44.33,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
80121,1,quve,114,801,8.8,19.2,3,South,20.3,21.16,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
90684,1,ploc,446,915,9.1,6.2,3,South,54.92,55.69,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
101223,1,qupr,679,1013,9.4,17.8,3,South,78.52,78.61,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
111305,1,caovl,229,1113,4.7,19.3,3,South,4.36,2.75,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
121438,1,caco,393,1215,19.1,6.5,3,South,56.07,53.58,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
131188,1,litu,586.3,1313,10,15.3,3,South,104.76,104.54,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
131233,1,litu,301.6,1313,18.3,19.6,3,South,99.19,98.91,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
131239,1,quru,587.1,1314,19.5,5.7,3,South,103.3,103.05,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
140872,1,litu,599.8,1413,6.1,14.9,3,South,110.49,110.46,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
141216,1,caco,147,1415,2.1,6.2,3,South,52.88,50.44,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
12025,1,quru,832.5,117,5,16.3,4,North,31.87,31.51,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
12259,1,litu,1018.8,125,16.3,1.5,4,North,37.43,35.06,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
12416,1,cato,126,129,17.1,16.1,4,North,19.47,18.92,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
12508,1,litu,920,131,10.7,10.4,4,North,85.1,85.75,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22004,1,litu,896.2,217,8.6,1.7,4,North,101.57,101.51,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22041,1,litu,817,217,1.8,19,4,North,91.94,93.16,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22141,1,tiam,142,221,1.9,1.2,4,North,16.48,18.16,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22170,1,litu,1128,221,7.9,13.8,4,North,55.25,56.8,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22186,1,tiam,370,222,17,7.5,4,North,18.66,19.48,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22315,1,caco,550,225,11,4,4,North,29.54,28.25,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22489,1,cato,137,229,16.1,1.8,4,North,15,12.39,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
22601,1,juni,197,231,17.8,10,4,North,10.89,11.19,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
30584,1,quve,873.5,316,2.2,14.4,4,North,23.52,25.75,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32097,1,litu,651,320,17.9,3,4,North,66.57,66.79,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32126,1,litu,995.5,321,9.6,5,4,North,30.86,31.66,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32157,1,tiam,382,322,7.5,4,4,North,15.89,54.87,,,,damaged by tree fall,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32180,2,tiam,183,322,6.4,12.3,4,North,19.63,19.82,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32381,1,qupr,834,327,4.6,12.8,4,North,21.29,20.52,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32423,1,litu,914,329,17.6,13.1,4,North,14.44,10.63,,,1,previously installed,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
42009,1,ploc,576.8,417,19.5,3.7,4,North,22.83,23.3,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
52190,1,quru,968.5,522,16.4,3.4,4,North,96.9,96.6,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
52344,1,cagl,269,528,14.3,5.9,4,North,13.19,11.99,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
52384,1,caovl,121,529,1.2,13.1,4,North,11.1,10.19,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
62114,1,quve,306,619,18.7,12.6,4,North,79.26,79.57,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
62121,1,cato,114,619,5.1,12.8,4,North,14.35,13.16,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
62128,1,quru,NA,620,8,0.8,4,North,23.92,25.22,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
62181,1,quve,1118.5,621,8.8,13.5,4,North,15.66,14.63,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
62224,1,litu,1040.5,622,3.2,17.3,4,North,66.15,66.92,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
62241,1,litu,928.5,623,13.9,0.7,4,North,51.84,53.52,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72024,1,quve,482.3,717,20,9.6,4,North,75.58,75.6,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72104,1,qual,260,718,6.2,17.8,4,North,37.91,36.68,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72107,1,fagr,441,719,8,1.2,4,North,23.88,24.71,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72115,1,litu,510,719,11.2,10.7,4,North,11.79,10.14,,,1,previously installed,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72116,1,litu,502,719,14.4,10.8,4,North,77.58,77.79,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72122,1,caca,81,719,19.9,19,4,North,11.37,11.22,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72124,1,quru,747.2,719,12.5,19.4,4,North,106.57,107.64,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72149,1,litu,554.1,720,13.8,0.7,4,North,68.68,69.52,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72173,1,qual,450,720,6,10.2,4,North,40.14,40.27,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72210,1,qual,872,721,5.2,11.5,4,North,55.13,54.86,,RT,,no tag,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72232,1,qual,728.5,722,14.5,12.6,4,North,24.46,24.52,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
72248,1,caovl,313.2,723,15,0.3,4,North,86.84,86.97,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82091,1,caovl,193,819,3.5,1.3,4,North,4.75,2.93,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82117,1,cato,155,819,11.6,14.3,4,North,14.17,13.23,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82125,1,cagl,145.9,819,1.6,14.3,4,North,36.63,35.98,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82138,1,quru,632.1,820,1.1,2.7,4,North,133.15,133,,RT,1,new band to be installed,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82203,1,litu,654,822,8,9.4,4,North,88.86,90.24,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82219,1,ceca,87,822,14.7,18.8,4,North,20.36,20.64,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82223,1,litu,427,822,0.5,17.7,4,North,82.17,83.13,,,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
82226,1,litu,253.3,823,2,4,4,North,74.95,75.18,, ,,,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32167,1,cagl,163,322,12.8,3.8,4,North,,7.3,,,,number new . old number 32251,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32167,2,cagl,163,322,12.8,3.8,4,North,,8.07,,,,same number as written earlier. this is stamped,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
32540,1,qupr,860,332,19.9,15.6,4,North,,109.65,,,,on map but not excel,"Bill McShea, Chengcheng Zhang",Jessica Shue,2025.01,2025,3,18
90752,1,qual,565,916,12.4,7.4,5,North,9.17,1.68,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
92018,1,acru,519.5,917,16.2,5.6,5,North,18.02,17.83,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
92112,1,litu,489.1,919,14.4,18.8,5,North,67.59,67.96,,NN,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
92115,1,acru,153,919,10.1,19.3,5,North,14.31,14.39,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
92140,1,cato,60,920,18.7,0.7,5,North,16.63,16.39,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
92141,1,cagl,84.3,920,19.4,4.7,5,North,14.62,13.99,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
92237,1,nysy,218.1,922,14.7,19.5,5,North,18.78,18.94,,,,removed band from 92238,Jessica Shue,Jessica Shue,2025.01,2025,3,18
92280,1,quve,650.3,923,15,6.9,5,North,62.21,62.81,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102148,1,cato,251.2,1019,2,15.4,5,North,27.65,26.43,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102149,1,cagl,84,1020,1.4,0.2,5,North,9,8.56,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102150,1,qual,479,1020,4.3,2.1,5,North,9.88,9.55,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102154,1,qual,512.5,1020,5.4,8.5,5,North,20.68,21.07,,BA,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102163,1,cato,101,1020,14.3,14.8,5,North,11.61,10.23,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102177,1,qual,720,1020,3.4,11.7,5,North,29.66,31.35,,BA,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102199,1,cagl,494,1021,1.3,8,5,North,11.07,6.38,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102258,1,qual,430,1022,10.3,17.4,5,North,24.8,22.56,,,,band removed from 92269,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102261,1,qual,675,1022,5.3,20,5,North,69.23,69.5,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102262,1,qual,532.8,1022,1.8,20,5,North,115.01,113.58,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102264,1,qual,464.4,1022,1.5,14.2,5,North,66.57,66.39,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
102303,1,quve,904,1024,8.2,0.9,5,North,30.82,30.94,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112014,1,cagl,480.4,1117,18,11.2,5,North,123.51,118.01,118,,1,new band to be installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112057,1,acru,700.2,1117,8.8,4.2,5,North,125.83,126.5,,,1,new band to be installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112130,1,qual,147.8,1119,17.2,18.3,5,North,12.84,12.86,,,,missed in fall 2024,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112136,1,pist,274.1,1120,13.9,2.5,5,North,85.52,86.62,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112137,1,qual,572,1120,13.4,3.9,5,North,90.51,90.72,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112142,1,qual,385.6,1120,16,3.5,5,North,NA,8.88,,,1,new band to be installed,Jessica Shue,Jessica Shue,2025.01,2025,3,19
112192,1,quve,345,1121,9.1,13.1,5,North,10.55,9.86,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112250,1,pist,477,1122,10.8,18.4,5,North,11.98,7.59,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112252,1,litu,451,1122,13.6,19.4,5,North,26.46,26.95,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
112262,1,quru,133,1123,17.5,1.5,5,North,7.21,NA,,DC,,replace tree,Jessica Shue,Jessica Shue,2025.01,2025,3,18
121367,1,nysy,255.6,1216,4.6,10.8,5,North,NA,94.12,,,,fall measurement was incorrect,Jessica Shue,Jessica Shue,2025.01,2025,3,18
121374,1,juni,310.4,1216,0.7,18.5,5,North,13.78,15.15,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122006,1,acru,395.9,1217,9.9,8.3,5,North,26.2,25.78,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122009,1,acru,277,1217,1.2,4.1,5,North,41.2,40.88,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122120,1,qual,305.8,1220,2.6,0.6,5,North,41.84,41.35,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122121,1,pist,271.5,1220,1.6,2.3,5,North,59.76,60.76,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122136,1,quru,587.7,1220,5.5,7.6,5,North,32.28,32.47,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122150,1,pist,340,1221,0.8,0.7,5,North,10.99,11.53,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122154,1,pist,148,1221,5.8,5.2,5,North,3.82,3.59,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122184,1,pist,217.8,1222,2.9,13.9,5,North,23.6,23.99,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122185,1,pist,149.3,1222,5.6,14.9,5,North,6.18,5.98,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122189,1,qual,665.1,1222,5.5,19.5,5,North,14.02,13.23,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122248,1,qual,559,1222,10.5,13.1,5,North,90.39,90.11,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
122303,1,qual,624.3,1223,1.9,8.5,5,North,17.94,15.7,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
131364,1,acru,460,1316,12,12.9,5,North,94.47,94.75,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
131422,1,caco,139,1316,13.4,9.6,5,North,37.4,35.12,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
132077,1,qual,592.4,1319,9.9,15.9,5,North,27.13,27.29,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
132171,1,litu,522.3,1320,13.7,6.7,5,North,101.11,103.06,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
132302,1,quru,951,1321,13,14.4,5,North,82.36,84.71,,BA,,tree is partially hollow,Jessica Shue,Jessica Shue,2025.01,2025,3,18
132311,1,qual,536.5,1322,12.9,14.2,5,North,49.46,49.39,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
132321,1,quru,628.9,1323,17.6,1,5,North,20.44,20.83,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
132280,1,fram,112,1324,6.1,18.2,5,North,15.19,15.42,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
142113,1,cagl,477.2,1417,3,5,5,North,57.65,55.17,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
142521,1,pist,452,1422,6.4,11.1,5,North,23.78,24.69,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
142527,1,cagl,159.8,1422,1.9,18.4,5,North,43.88,42.25,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
142548,1,qual,613,1424,4,4.7,5,North,48.43,48.04,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
152153,1,ploc,961.6,1520,6.8,0.3,6,North,8.75,6.62,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
161578,1,qual,228,1616,5.6,14.7,6,North,42.47,42.62,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
162024,1,quve,294,1618,9.7,9.7,6,North,14.62,14.69,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
162293,1,qual,865.7,1623,3,9.4,6,North,10.74,10.16,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
171505,1,litu,452,1716,14.1,12.4,6,North,121.25,122.62,,,1,new band to be installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
171506,1,litu,482.1,1716,12,12.9,6,North,77.96,78.57,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
172201,1,cagl,68,1717,19.5,1.2,6,North,45.41,44.83,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
172202,1,quru,555.1,1717,17.1,1.8,6,North,114,113.61,,RE,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
172203,1,qual,368.5,1717,15.5,0.3,6,North,32.75,33.17,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
172205,1,qual,493,1717,16.1,3.5,6,North,32.22,29.8,29.81,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
172248,1,cato,274.2,1719,19.2,19.3,6,North,36.29,34.34,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
172382,1,juni,459.2,1723,18.2,14.9,6,North,10.02,9.04,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
181030,1,qual,779,1816,5.4,10.6,6,North,50.14,50.01,,RE,,two springs,Jessica Shue,Jessica Shue,2025.01,2025,3,18
181033,1,litu,515.5,1816,3.4,18.6,6,North,70.05,71.86,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
182207,1,qual,539,1817,5.6,11.2,6,North,5.38,5.55,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
182208,1,quru,513,1817,4,10.1,6,North,24.85,24,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
182376,1,ploc,679,1823,2.9,12.6,6,North,57.22,57.55,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
182570,1,juni,530,1823,10.5,1,6,North,15.81,15.23,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
192008,1,qual,655.8,1917,12,2,6,North,81.1,80.29,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
192244,1,qual,443.5,1919,18.1,16.8,6,North,83.83,82.72,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
192133,1,caovl,565,1923,11.7,2.3,6,North,50.58,48.71,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
201432,1,quve,429,2016,0.3,12.5,6,North,114.41,114.67,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
201441,1,litu,763,2016,11.8,19.2,6,North,91.08,92.07,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202201,1,cato,131,2017,3.2,1.1,6,North,47.63,47.34,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202203,1,quru,548,2017,9.2,1.4,6,North,12.74,10.31,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202212,1,quve,627,2017,4.3,9.5,6,North,23.43,23.51,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202215,1,qual,569,2017,5.5,11.7,6,North,14.38,9.11,,,1,previously installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202050,1,qual,480.5,2019,9.2,14.5,6,North,55.4,55.73,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202276,1,caovl,264,2019,7.1,13.8,6,North,17.37,16.39,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202072,1,qual,710.1,2020,2.1,10.8,6,North,66.82,63.57,63.54,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202283,1,litu,329,2020,4.5,2.9,6,North,41.51,41.74,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202336,1,cagl,465,2022,3,10.7,6,North,31.98,30.7,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
202337,1,cagl,417.2,2023,1,0.2,6,North,119.06,117.98,,RT,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
62285,1,quru,714,625,4.8,2,7,North,112.94,113.57,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
62300,1,quve,450,625,13.8,17.5,7,North,75.54,76.51,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
62312,1,cato,129,626,14.3,0.4,7,North,5.66,4.86,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
62449,1,qual,891,632,18.7,3.9,7,North,36.71,36.4,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72308,1,qual,654.2,725,15.2,13.3,7,North,86.34,84.66,,,,CWD,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72322,1,litu,247.8,726,18.1,0.3,7,North,39.3,39.98,,NN,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72324,1,litu,667.2,726,14.4,6.6,7,North,102.55,103.7,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72337,1,quru,905.8,727,7.9,2.6,7,North,92.27,91.39,,NN,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72348,1,quru,971,727,12,15.1,7,North,80.38,79.91,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72357,1,quru,938,728,1.7,2,7,North,39.48,38.67,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72375,1,litu,669.1,728,13.7,17.1,7,North,125.54,126.24,,RE,1,new band to be installed,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72377,1,litu,768,728,10.6,16.1,7,North,89.91,89.71,,NN,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72447,1,litu,591.3,732,14.9,4.1,7,North,12.86,11.04,,,1,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
72448,1,litu,490,732,18.9,4.7,7,North,87.31,86.74,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82292,1,litu,504,826,1.8,0.4,7,North,66.13,66.85,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82298,1,litu,561.7,826,0.3,5.1,7,North,104.3,104.95,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82326,1,quve,842.7,827,14.6,8.3,7,North,37.32,38.25,,NN,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82357,1,litu,518.4,828,4,13.8,7,North,96.91,98.09,,RE,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82360,1,litu,604.5,829,2.3,0.7,7,North,78.25,79.49,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82365,1,qual,438.1,829,4.9,4.7,7,North,72.14,72.87,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82368,1,litu,993.9,829,16.8,3.4,7,North,20.68,17.54,,BA,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82419,1,litu,804.5,831,3.3,10,7,North,88.64,88.89,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82421,1,litu,561,831,5.6,14.7,7,North,40.65,42.37,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82422,1,litu,546.5,831,6.9,19.5,7,North,106.2,106.21,,RE,,two springs,Jessica Shue,Jessica Shue,2025.01,2025,3,18
82434,1,quve,826.8,832,6,15.6,7,North,58.49,58.75,,,,,Jessica Shue,Jessica Shue,2025.01,2025,3,18
