tag,stemtag,sp,dbh,quadrat,lx,ly,area,location,spring_measure,measure,measure.verified,codes,new.band,notes,field.recorders,data.enter,survey.ID,year,month,day
102258,1,qual,430,1022,10.3,17.4,5,North,19.19,,,,,,,,2024.11,2024,11,
102261,1,qual,675,1022,5.3,20,5,North,58.73,,,,,,,,2024.11,2024,11,
102262,1,qual,532.8,1022,1.8,20,5,North,110.36,,,,,,,,2024.11,2024,11,
102264,1,qual,464.4,1022,1.5,14.2,5,North,62.27,,,,,,,,2024.11,2024,11,
102303,1,quve,904,1024,8.2,0.9,5,North,19.77,,,,,,,,2024.11,2024,11,
112014,1,cagl,480.4,1117,18,11.2,5,North,111.32,,,,,,,,2024.11,2024,11,
112057,1,acru,700.2,1117,8.8,4.2,5,North,118.65,,,,,,,,2024.11,2024,11,
112130,1,qual,147.8,1119,17.2,18.3,5,North,12.84,,,,,,,,2024.11,2024,11,
112136,1,pist,274.1,1120,13.9,2.5,5,North,73.99,,,,,,,,2024.11,2024,11,
112137,1,qual,572,1120,13.4,3.9,5,North,80.42,,,,,,,,2024.11,2024,11,
112142,1,qual,385.6,1120,16,3.5,5,North,51.08,,,,,,,,2024.11,2024,11,
112192,1,quve,345,1121,9.1,13.1,5,North,10.03,,,,,,,,2024.11,2024,11,
112250,1,pist,436,1122,10.8,18.4,5,North,112.98,,,,,,,,2024.11,2024,11,
112252,1,litu,451,1122,13.6,19.4,5,North,18.47,,,,,,,,2024.11,2024,11,
112262,1,quru,133,1123,17.5,1.5,5,North,7.58,,,,,,,,2024.11,2024,11,
121367,1,nysy,255.6,1216,4.6,10.8,5,North,90.35,,,,,,,,2024.11,2024,11,
121374,1,juni,310.4,1216,0.7,18.5,5,North,11.72,,,,,,,,2024.11,2024,11,
122006,1,acru,395.9,1217,9.9,8.3,5,North,17.51,,,,,,,,2024.11,2024,11,
122009,1,acru,277,1217,1.2,4.1,5,North,37.56,,,,,,,,2024.11,2024,11,
122120,1,qual,305.8,1220,2.6,0.6,5,North,36.66,,,,,,,,2024.11,2024,11,
122121,1,pist,271.5,1220,1.6,2.3,5,North,52.19,,,,,,,,2024.11,2024,11,
122136,1,quru,587.7,1220,5.5,7.6,5,North,21.31,,,,,,,,2024.11,2024,11,
122150,1,pist,340,1221,0.8,0.7,5,North,11.73,,,,,,,,2024.11,2024,11,
122154,1,pist,148,1221,5.8,5.2,5,North,4.31,,,,,,,,2024.11,2024,11,
122184,1,pist,217.8,1222,2.9,13.9,5,North,20.8,,,,,,,,2024.11,2024,11,
122185,1,pist,149.3,1222,5.6,14.9,5,North,7.91,,,,,,,,2024.11,2024,11,
122189,1,qual,665.1,1222,5.5,19.5,5,North,9.47,,,,,,,,2024.11,2024,11,
122248,1,qual,559,1222,10.5,13.1,5,North,81.46,,,,,,,,2024.11,2024,11,
122303,1,qual,624.3,1223,1.9,8.5,5,North,113.8,,,,,,,,2024.11,2024,11,
131364,1,acru,460,1316,12,12.9,5,North,89.23,,,,,,,,2024.11,2024,11,
131422,1,caco,139,1316,13.4,9.6,5,North,26.87,,,,,,,,2024.11,2024,11,
132077,1,qual,592.4,1319,9.9,15.9,5,North,10.71,,,,,,,,2024.11,2024,11,
132171,1,litu,522.3,1320,13.7,6.7,5,North,94.51,,,,,,,,2024.11,2024,11,
132280,1,fram,112,1324,6.1,18.2,5,North,12.9,,,,,,,,2024.11,2024,11,
132302,1,quru,951,1321,13,14.4,5,North,76.52,,,,,,,,2024.11,2024,11,
132311,1,qual,536.5,1322,12.9,14.2,5,North,40.15,,,,,,,,2024.11,2024,11,
132321,1,quru,628.9,1323,17.6,1,5,North,15.14,,,,,,,,2024.11,2024,11,
142113,1,cagl,477.2,1417,3,5,5,North,52.39,,,,,,,,2024.11,2024,11,
142521,1,pist,452,1422,6.4,11.1,5,North,11.05,,,,,,,,2024.11,2024,11,
142527,1,cagl,159.8,1422,1.9,18.4,5,North,40.43,,,,,,,,2024.11,2024,11,
142548,1,qual,613,1424,4,4.7,5,North,39.75,,,,,,,,2024.11,2024,11,
152153,1,ploc,961.6,1520,6.8,0.3,6,North,130.55,,,,,,,,2024.11,2024,11,
161578,1,qual,228,1616,5.6,14.7,6,North,35.5,,,,,,,,2024.11,2024,11,
162024,1,quve,294,1618,9.7,9.7,6,North,14.04,,,,,,,,2024.11,2024,11,
162293,1,qual,865.7,1623,3,9.4,6,North,4.95,,,,,,,,2024.11,2024,11,
171505,1,litu,452,1716,14.1,12.4,6,North,116.98,,,,,,,,2024.11,2024,11,
171506,1,litu,482.1,1716,12,12.9,6,North,68.57,,,,,,,,2024.11,2024,11,
172201,1,cagl,68,1717,19.5,1.2,6,North,44.95,,,,,,,,2024.11,2024,11,
172202,1,quru,555.1,1717,17.1,1.8,6,North,102.84,,,,,,,,2024.11,2024,11,
172203,1,qual,368.5,1717,15.5,0.3,6,North,29.72,,,,,,,,2024.11,2024,11,
172205,1,qual,493,1717,16.1,3.5,6,North,26.23,,,,,,,,2024.11,2024,11,
172248,1,cato,274.2,1719,19.2,19.3,6,North,34.61,,,,,,,,2024.11,2024,11,
172382,1,juni,459.2,1723,18.2,14.9,6,North,11.22,,,,,,,,2024.11,2024,11,
181030,1,qual,779,1816,5.4,10.6,6,North,42.25,,,,,,,,2024.11,2024,11,
181033,1,litu,515.5,1816,3.4,18.6,6,North,63.53,,,,,,,,2024.11,2024,11,
182207,1,qual,539,1817,5.6,11.2,6,North,4.18,,,,,,,,2024.11,2024,11,
182208,1,quru,513,1817,4,10.1,6,North,13.34,,,,,,,,2024.11,2024,11,
182376,1,ploc,679,1823,2.9,12.6,6,North,33.96,,,,,,,,2024.11,2024,11,
182570,1,juni,530,1823,10.5,1,6,North,10.84,,,,,,,,2024.11,2024,11,
190840,1,litu,164.9,1916,15,17.2,6,North,74,,,,,,,,2024.11,2024,11,
192008,1,qual,655.8,1917,12,2,6,North,58.03,,,,,,,,2024.11,2024,11,
192133,1,caovl,565,1923,11.7,2.3,6,North,42.73,,,,,,,,2024.11,2024,11,
192244,1,qual,443.5,1919,18.1,16.8,6,North,71.03,,,,,,,,2024.11,2024,11,
201432,1,quve,429,2016,0.3,12.5,6,North,105.43,,,,,,,,2024.11,2024,11,
201441,1,litu,763,2016,11.8,19.2,6,North,91.32,,,,,,,,2024.11,2024,11,
202050,1,qual,480.5,2019,9.2,14.5,6,North,49.83,,,,,,,,2024.11,2024,11,
202072,1,qual,710.1,2020,2.1,10.8,6,North,53.56,,,,,,,,2024.11,2024,11,
202201,1,cato,131,2017,3.2,1.1,6,North,43.25,,,,,,,,2024.11,2024,11,
202203,1,quru,479.9,2017,9.2,1.4,6,North,128.31,,,,,,,,2024.11,2024,11,
202212,1,quve,627,2017,4.3,9.5,6,North,15.29,,,,,,,,2024.11,2024,11,
202215,1,qual,549.9,2017,5.5,11.7,6,North,120.27,,,,,,,,2024.11,2024,11,
202276,1,caovl,264,2019,7.1,13.8,6,North,16.41,,,,,,,,2024.11,2024,11,
202283,1,litu,329,2020,4.5,2.9,6,North,27.48,,,,,,,,2024.11,2024,11,
202336,1,cagl,465,2022,3,10.7,6,North,21.67,,,,,,,,2024.11,2024,11,
202337,1,cagl,417.2,2023,1,0.2,6,North,105.33,,,,,,,,2024.11,2024,11,
62285,1,quru,714,625,4.8,2,7,North,96.29,,,,,,,,2024.11,2024,11,
62300,1,quve,450,625,13.8,17.5,7,North,61.48,,,,,,,,2024.11,2024,11,
62312,1,cato,129,626,14.3,0.4,7,North,5.07,,,,,,,,2024.11,2024,11,
62449,1,qual,891,632,18.7,3.9,7,North,29.16,,,,,,,,2024.11,2024,11,
72308,1,qual,654.2,725,15.2,13.3,7,North,77.93,,,,,,,,2024.11,2024,11,
72322,1,litu,247.8,726,18.1,0.3,7,North,36.78,,,,,,,,2024.11,2024,11,
72324,1,litu,667.2,726,14.4,6.6,7,North,91.08,,,,,,,,2024.11,2024,11,
72337,1,quru,905.8,727,7.9,2.6,7,North,86.23,,,,,,,,2024.11,2024,11,
72348,1,quru,971,727,12,15.1,7,North,68.27,,,,,,,,2024.11,2024,11,
72357,1,quru,938,728,1.7,2,7,North,9.81,,,,,,,,2024.11,2024,11,
72375,1,litu,669.1,728,13.7,17.1,7,North,118.39,,,,,,,,2024.11,2024,11,
72377,1,litu,768,728,10.6,16.1,7,North,79.32,,,,,,,,2024.11,2024,11,
72447,1,litu,591.3,732,14.9,4.1,7,North,120.46,,,,,,,,2024.11,2024,11,
72448,1,litu,490,732,18.9,4.7,7,North,76.38,,,,,,,,2024.11,2024,11,
82292,1,litu,504,826,1.8,0.4,7,North,59.23,,,,,,,,2024.11,2024,11,
82298,1,litu,561.7,826,0.3,5.1,7,North,92.81,,,,,,,,2024.11,2024,11,
82326,1,quve,842.7,827,14.6,8.3,7,North,33.11,,,,,,,,2024.11,2024,11,
82357,1,litu,518.4,828,4,13.8,7,North,87.62,,,,,,,,2024.11,2024,11,
82360,1,litu,604.5,829,2.3,0.7,7,North,69.67,,,,,,,,2024.11,2024,11,
82365,1,qual,438.1,829,4.9,4.7,7,North,69.43,,,,,,,,2024.11,2024,11,
82368,1,litu,993.9,829,16.8,3.4,7,North,12.82,,,,,,,,2024.11,2024,11,
82419,1,litu,804.5,831,3.3,10,7,North,80.53,,,,,,,,2024.11,2024,11,
82421,1,litu,561,831,5.6,14.7,7,North,32.56,,,,,,,,2024.11,2024,11,
82422,1,litu,546.5,831,6.9,19.5,7,North,103.24,,,,,,,,2024.11,2024,11,
82434,1,quve,826.8,832,6,15.6,7,North,47.35,,,,,,,,2024.11,2024,11,
92393,1,cagl,617,925,19.8,7.7,7,North,12.38,,,,,,,,2024.11,2024,11,
92414,1,litu,440,926,11.2,0.9,7,North,34.26,,,,,,,,2024.11,2024,11,
92466,1,litu,834.5,927,0.6,16.3,7,North,65.2,,,,,,,,2024.11,2024,11,
92488,1,litu,674,928,12.7,13.5,7,North,13.16,,,,,,,,2024.11,2024,11,
92545,1,litu,577.3,931,15.3,15.6,7,North,89.92,,,,,,,,2024.11,2024,11,
92546,1,litu,647.2,931,16.5,16.7,7,North,85.74,,,,,,,,2024.11,2024,11,
92547,1,litu,638.8,931,11.7,13.9,7,North,108.49,,,,,,,,2024.11,2024,11,
102348,1,qual,888,1025,16.5,11.5,7,North,59.51,,,,,,,,2024.11,2024,11,
102364,1,qual,649,1025,2.1,18,7,North,14.47,,,,,,,,2024.11,2024,11,
102371,1,qual,783,1026,1.6,6.6,7,North,6.69,,,,,,,,2024.11,2024,11,
102438,1,litu,468.2,1028,8.5,16.6,7,North,104.92,,,,,,,,2024.11,2024,11,
102438,2,litu,462.6,1028,8.5,16.6,7,North,123.96,,,,,,,,2024.11,2024,11,
102439,1,litu,224,1028,4.3,19.6,7,North,22.19,,,,,,,,2024.11,2024,11,
102441,1,litu,484,1029,1.3,3,7,North,103.15,,,,,,,,2024.11,2024,11,
102443,1,litu,512.5,1029,4.1,7,7,North,88.11,,,,,,,,2024.11,2024,11,
102444,1,litu,630,1029,4.3,5.3,7,North,106.12,,,,,,,,2024.11,2024,11,
102446,1,litu,494,1029,0.5,3.7,7,North,73.21,,,,,,,,2024.11,2024,11,
102446,2,litu,273.2,1029,0.5,3.7,7,North,32.83,,,,,,,,2024.11,2024,11,
102501,1,litu,634.2,1031,9.8,17.3,7,North,23.23,,,,,,,,2024.11,2024,11,
102502,1,ulru,126,1031,0.1,18.6,7,North,71.68,,,,,,,,2024.11,2024,11,
102509,1,quve,859.2,1032,9.6,0.9,7,North,8.18,,,,,,,,2024.11,2024,11,
102475,1,litu,881.1,1030,20,14.3,8,North,40.11,,,,,,,,2024.11,2024,11,
112316,1,quve,822.8,1125,8.7,1,8,North,12.83,,,,,,,,2024.11,2024,11,
112336,1,qual,516,1125,17,13.8,8,North,13.09,,,,,,,,2024.11,2024,11,
112342,1,nysy,196.7,1125,14.2,16.7,8,North,1.95,,,,,,,,2024.11,2024,11,
112350,1,cagl,602,1126,11.7,5.6,8,North,91.48,,,,,,,,2024.11,2024,11,
112466,1,cato,234.6,1129,17.5,7.1,8,North,26.01,,,,,,,,2024.11,2024,11,
112467,1,litu,479,1129,19.6,12.5,8,North,93.4,,,,,,,,2024.11,2024,11,
112480,1,litu,611.3,1131,14.4,10.9,8,North,95.93,,,,,,,,2024.11,2024,11,
112481,1,litu,460.1,1131,14.9,14.4,8,North,82.38,,,,,,,,2024.11,2024,11,
112482,1,litu,263.2,1131,17.8,15.9,8,North,18.49,,,,,,,,2024.11,2024,11,
112698,1,ulru,106.5,1128,17.9,18.2,8,North,41.13,,,,,,,,2024.11,2024,11,
122343,1,qual,638,1225,10.7,14.4,8,North,3.21,,,,,,,,2024.11,2024,11,
122427,1,qual,832.7,1227,17,15.6,8,North,75.74,,,,,,,,2024.11,2024,11,
122439,1,cagl,179,1228,12.6,13,8,North,36.33,,,,,,,,2024.11,2024,11,
122450,1,ulru,246,1225,3,19.1,8,North,50.67,,,,,,,,2024.11,2024,11,
122458,1,cagl,233,1226,4.6,4.9,8,North,21.42,,,,,,,,2024.11,2024,11,
122482,1,litu,562.4,1228,14.5,2.4,8,North,7.53,,,,,,,,2024.11,2024,11,
122486,1,litu,620.3,1228,2.7,17,8,North,45.17,,,,,,,,2024.11,2024,11,
122489,1,cagl,282.1,1229,2.8,4.3,8,North,73.08,,,,,,,,2024.11,2024,11,
122492,1,litu,502.8,1229,2.5,11.5,8,North,72.41,,,,,,,,2024.11,2024,11,
122522,1,litu,424.6,1232,3.4,17.4,8,North,11.51,,,,,,,,2024.11,2024,11,
122561,1,litu,664.7,1231,0,10.5,8,North,56.64,,,,,,,,2024.11,2024,11,
132371,1,quru,752,1325,19.9,12.9,8,North,135.17,,,,,,,,2024.11,2024,11,
132529,1,litu,872.5,1329,16.6,13.2,8,North,79.37,,,,,,,,2024.11,2024,11,
132539,1,litu,604.5,1331,15,15.9,8,North,69.14,,,,,,,,2024.11,2024,11,
132542,1,quve,718,1332,15.4,2.9,8,North,34.09,,,,,,,,2024.11,2024,11,
132545,1,litu,446,1332,9.5,11.2,8,North,36.27,,,,,,,,2024.11,2024,11,
142380,1,qual,593,1425,6.8,13.1,8,North,67.35,,,,,,,,2024.11,2024,11,
142399,1,qual,628,1427,14.4,0.5,8,North,53.6,,,,,,,,2024.11,2024,11,
142575,1,quve,499.5,1426,1.8,6.4,8,North,6.16,,,,,,,,2024.11,2024,11,
142650,1,ceca,115,1430,17.4,5.7,8,North,16.32,,,,,,,,2024.11,2024,11,
142656,1,litu,424.6,1431,12.4,12.8,8,North,80.56,,,,,,,,2024.11,2024,11,
142708,1,juni,423.1,1429,4.3,6.2,8,North,34.42,,,,,,,,2024.11,2024,11,
142727,1,litu,932.5,1431,1.7,8.2,8,North,25.23,,,,,,,,2024.11,2024,11,
142729,1,litu,474,1431,4.7,14.7,8,North,72.5,,,,,,,,2024.11,2024,11,
142730,1,litu,670,1431,9.9,14.7,8,North,100.96,,,,,,,,2024.11,2024,11,
142731,1,litu,528.2,1432,8.2,2.3,8,North,72.8,,,,,,,,2024.11,2024,11,
142732,1,cagl,217.5,1432,1.6,1.2,8,North,48.51,,,,,,,,2024.11,2024,11,
142733,1,litu,608.5,1432,0.5,5.4,8,North,83.31,,,,,,,,2024.11,2024,11,
143707,1,cagl,144.5,1426,0.9,1.6,8,North,23.06,,,,,,,,2024.11,2024,11,
152513,1,qupr,615,1525,4.6,19.2,9,North,27.78,,,,,,,,2024.11,2024,11,
152673,1,litu,932.7,1530,3.6,18.8,9,North,120.28,,,,,,,,2024.11,2024,11,
152701,1,litu,951,1531,11.3,15.7,9,North,83,,,,,,,,2024.11,2024,11,
162439,1,quru,832.5,1627,16.3,0.3,9,North,77.44,,,,,,,,2024.11,2024,11,
162446,1,quru,803,1630,14.1,2.9,9,North,61.55,,,,,,,,2024.11,2024,11,
162541,1,qupr,409,1627,3.4,15.4,9,North,20.01,,,,,,,,2024.11,2024,11,
162543,1,qual,890,1627,7.5,16.6,9,North,89.46,,,,,,,,2024.11,2024,11,
172416,1,nysy,206,1725,19.9,15.6,9,North,7.88,,,,,,,,2024.11,2024,11,
172417,1,nysy,98.8,1725,20,18.4,9,North,20.02,,,,,,,,2024.11,2024,11,
172418,1,nysy,297,1725,20,19.5,9,North,31.32,,,,,,,,2024.11,2024,11,
172421,1,cagl,245,1725,14.7,20,9,North,39.72,,,,,,,,2024.11,2024,11,
172423,1,litu,367,1726,18.4,1.6,9,North,115.55,,,,,,,,2024.11,2024,11,
172470,1,quru,710,1728,11.1,12,9,North,105.73,,,,,,,,2024.11,2024,11,
172499,1,qual,1056,1730,17,3.1,9,North,76.22,,,,,,,,2024.11,2024,11,
172556,1,litu,817.5,1729,5.1,3.9,9,North,11.5,,,,,,,,2024.11,2024,11,
172624,1,litu,464.5,1731,17.1,14.5,9,North,77.07,,,,,,,,2024.11,2024,11,
182398,1,ceca,110,1825,0.6,5.5,9,North,19.97,,,,,,,,2024.11,2024,11,
182471,1,ceca,78,1829,2.6,19,9,North,21.15,,,,,,,,2024.11,2024,11,
182491,1,litu,410,1831,7.6,7.9,9,North,112.68,,,,,,,,2024.11,2024,11,
182681,1,litu,590.1,1829,13,1,9,North,53.1,,,,,,,,2024.11,2024,11,
182693,1,litu,680,1830,15.3,13.2,9,North,77.84,,,,,,,,2024.11,2024,11,
192437,1,litu,436.9,1925,17,11.5,9,North,33.45,,,,,,,,2024.11,2024,11,
192466,1,quru,864,1926,13.3,1.7,9,North,23.54,,,,,,,,2024.11,2024,11,
192484,1,quru,422.5,1926,17.4,11.2,9,North,88.73,,,,,,,,2024.11,2024,11,
192527,1,litu,503.9,1928,11.9,5,9,North,107.29,,,,,,,,2024.11,2024,11,
192528,1,litu,569.5,1928,12.4,9.7,9,North,49.58,,,,,,,,2024.11,2024,11,
192533,1,litu,403.2,1928,18.4,17.2,9,North,66.38,,,,,,,,2024.11,2024,11,
192534,1,litu,554.9,1928,13.3,17.4,9,North,12.54,,,,,,,,2024.11,2024,11,
192542,1,litu,326,1929,18.9,3.8,9,North,29.99,,,,,,,,2024.11,2024,11,
192543,1,litu,445.5,1929,14.9,4.4,9,North,69.87,,,,,,,,2024.11,2024,11,
192544,1,litu,349,1929,14.4,1.8,9,North,16.53,,,,,,,,2024.11,2024,11,
192546,1,litu,533.5,1929,17.4,7.3,9,North,117.15,,,,,,,,2024.11,2024,11,
192548,1,litu,467,1929,15.3,11.3,9,North,22.1,,,,,,,,2024.11,2024,11,
192560,1,qual,933.1,1930,12.9,19.5,9,North,38.35,,,,,,,,2024.11,2024,11,
192619,1,quru,787,1926,12.6,8.5,9,North,113.02,,,,,,,,2024.11,2024,11,
202444,1,litu,650,2025,0.9,12.5,9,North,63.19,,,,,,,,2024.11,2024,11,
202449,1,litu,608.5,2026,0,1,9,North,37.05,,,,,,,,2024.11,2024,11,
202543,1,litu,238,2028,0.5,15.6,9,North,76.37,,,,,,,,2024.11,2024,11,
202550,1,litu,566.1,2029,2.1,10.7,9,North,41.53,,,,,,,,2024.11,2024,11,
202585,1,juni,420.3,2032,1,4.8,9,North,99.33,,,,,,,,2024.11,2024,11,
